Date,Close
05AUG2017,2476.830078
06AUG2017,2476.830078
07AUG2017,2480.909912
08AUG2017,2474.919922
09AUG2017,2474.02002
10AUG2017,2438.209961
11AUG2017,2441.320068
12AUG2017,2441.320068
13AUG2017,2441.320068
14AUG2017,2465.840088
15AUG2017,2464.610107
16AUG2017,2468.110107
17AUG2017,2430.01001
18AUG2017,2425.550049
19AUG2017,2425.550049
20AUG2017,2425.550049
21AUG2017,2428.370117
22AUG2017,2452.51001
23AUG2017,2444.040039
24AUG2017,2438.969971
25AUG2017,2443.050049
26AUG2017,2443.050049
27AUG2017,2443.050049
28AUG2017,2444.23999
29AUG2017,2446.300049
30AUG2017,2457.590088
31AUG2017,2471.649902
01SEP2017,2476.550049
02SEP2017,2476.550049
03SEP2017,2476.550049
04SEP2017,2476.550049
05SEP2017,2457.850098
06SEP2017,2465.540039
07SEP2017,2465.100098
08SEP2017,2461.429932
09SEP2017,2461.429932
10SEP2017,2461.429932
11SEP2017,2488.110107
12SEP2017,2496.47998
13SEP2017,2498.370117
14SEP2017,2495.620117
15SEP2017,2500.22998
16SEP2017,2500.22998
17SEP2017,2500.22998
18SEP2017,2503.870117
19SEP2017,2506.649902
20SEP2017,2508.23999
21SEP2017,2500.600098
22SEP2017,2502.219971
23SEP2017,2502.219971
24SEP2017,2502.219971
25SEP2017,2496.659912
26SEP2017,2496.840088
27SEP2017,2507.040039
28SEP2017,2510.060059
29SEP2017,2519.360107
30SEP2017,2519.360107
01OCT2017,2519.360107
02OCT2017,2529.120117
03OCT2017,2534.580078
04OCT2017,2537.73999
05OCT2017,2552.070068
06OCT2017,2549.330078
07OCT2017,2549.330078
08OCT2017,2549.330078
09OCT2017,2544.72998
10OCT2017,2550.639893
11OCT2017,2555.23999
12OCT2017,2550.929932
13OCT2017,2553.169922
14OCT2017,2553.169922
15OCT2017,2553.169922
16OCT2017,2557.639893
17OCT2017,2559.360107
18OCT2017,2561.26001
19OCT2017,2562.100098
20OCT2017,2575.209961
21OCT2017,2575.209961
22OCT2017,2575.209961
23OCT2017,2564.97998
24OCT2017,2569.129883
25OCT2017,2557.149902
26OCT2017,2560.399902
27OCT2017,2581.070068
28OCT2017,2581.070068
29OCT2017,2581.070068
30OCT2017,2572.830078
31OCT2017,2575.26001
01NOV2017,2579.360107
02NOV2017,2579.850098
03NOV2017,2587.840088
04NOV2017,2587.840088
05NOV2017,2587.840088
06NOV2017,2591.129883
07NOV2017,2590.639893
08NOV2017,2594.379883
09NOV2017,2584.620117
10NOV2017,2582.300049
11NOV2017,2582.300049
12NOV2017,2582.300049
13NOV2017,2584.840088
14NOV2017,2578.870117
15NOV2017,2564.620117
16NOV2017,2585.639893
17NOV2017,2578.850098
18NOV2017,2578.850098
19NOV2017,2578.850098
20NOV2017,2582.139893
21NOV2017,2599.030029
22NOV2017,2597.080078
23NOV2017,2597.080078
24NOV2017,2602.419922
25NOV2017,2602.419922
26NOV2017,2602.419922
27NOV2017,2601.419922
28NOV2017,2627.040039
29NOV2017,2626.070068
30NOV2017,2647.580078
01DEC2017,2642.219971
02DEC2017,2642.219971
03DEC2017,2642.219971
04DEC2017,2639.439941
05DEC2017,2629.570068
06DEC2017,2629.27002
07DEC2017,2636.97998
08DEC2017,2651.5
09DEC2017,2651.5
10DEC2017,2651.5
11DEC2017,2659.98999
12DEC2017,2664.110107
13DEC2017,2662.850098
14DEC2017,2652.01001
15DEC2017,2675.810059
16DEC2017,2675.810059
17DEC2017,2675.810059
18DEC2017,2690.159912
19DEC2017,2681.469971
20DEC2017,2679.25
21DEC2017,2684.570068
22DEC2017,2683.340088
23DEC2017,2683.340088
24DEC2017,2683.340088
25DEC2017,2683.340088
26DEC2017,2680.5
27DEC2017,2682.620117
28DEC2017,2687.540039
29DEC2017,2673.610107
30DEC2017,2673.610107
31DEC2017,2673.610107
01JAN2018,2673.610107
02JAN2018,2695.810059
03JAN2018,2713.060059
04JAN2018,2723.98999
05JAN2018,2743.149902
06JAN2018,2743.149902
07JAN2018,2743.149902
08JAN2018,2747.709961
09JAN2018,2751.290039
10JAN2018,2748.22998
11JAN2018,2767.560059
12JAN2018,2786.23999
13JAN2018,2786.23999
14JAN2018,2786.23999
15JAN2018,2786.23999
16JAN2018,2776.419922
17JAN2018,2802.560059
18JAN2018,2798.030029
19JAN2018,2810.300049
20JAN2018,2810.300049
21JAN2018,2810.300049
22JAN2018,2832.969971
23JAN2018,2839.129883
24JAN2018,2837.540039
25JAN2018,2839.25
26JAN2018,2872.870117
27JAN2018,2872.870117
28JAN2018,2872.870117
29JAN2018,2853.530029
30JAN2018,2822.429932
31JAN2018,2823.810059
01FEB2018,2821.97998
02FEB2018,2762.129883
03FEB2018,2762.129883
04FEB2018,2762.129883
05FEB2018,2648.939941
06FEB2018,2695.139893
07FEB2018,2681.659912
08FEB2018,2581
09FEB2018,2619.550049
10FEB2018,2619.550049
11FEB2018,2619.550049
12FEB2018,2656
13FEB2018,2662.939941
14FEB2018,2698.629883
15FEB2018,2731.199951
16FEB2018,2732.219971
17FEB2018,2732.219971
18FEB2018,2732.219971
19FEB2018,2732.219971
20FEB2018,2716.26001
21FEB2018,2701.330078
22FEB2018,2703.959961
23FEB2018,2747.300049
24FEB2018,2747.300049
25FEB2018,2747.300049
26FEB2018,2779.600098
27FEB2018,2744.280029
28FEB2018,2713.830078
01MAR2018,2677.669922
02MAR2018,2691.25
03MAR2018,2691.25
04MAR2018,2691.25
05MAR2018,2720.939941
06MAR2018,2728.120117
07MAR2018,2726.800049
08MAR2018,2738.969971
09MAR2018,2786.570068
10MAR2018,2786.570068
11MAR2018,2786.570068
12MAR2018,2783.02002
13MAR2018,2765.310059
14MAR2018,2749.47998
15MAR2018,2747.330078
16MAR2018,2752.01001
17MAR2018,2752.01001
18MAR2018,2752.01001
19MAR2018,2712.919922
20MAR2018,2716.939941
21MAR2018,2711.929932
