Date,Date2,FORECAST,STD,L95,U95,RESIDUAL
09NOV2016,09NOV2016,19782.730657,1411.318424,17016.597376,22548.863939,984.26934257
10NOV2016,10NOV2016,19783.695625,1411.318424,17017.562343,22549.828907,984.30437518
11NOV2016,11NOV2016,19784.644798,1411.318424,17018.511516,22550.778079,984.35520236
12NOV2016,12NOV2016,19785.584559,1411.318424,17019.451277,22551.717841,984.41544108
13NOV2016,13NOV2016,19786.534766,1411.318424,17020.401484,22552.668047,984.46523447
14NOV2016,14NOV2016,19787.498151,1411.318424,17021.364869,22553.631433,984.50184907
15NOV2016,15NOV2016,19788.457642,1411.318424,17022.32436,22554.590923,984.54235846
16NOV2016,16NOV2016,19789.403327,1411.318424,17023.270046,22555.536609,984.59667268
17NOV2016,17NOV2016,19790.346614,1411.318424,17024.213332,22556.479895,984.65338634
18NOV2016,18NOV2016,19791.301554,1411.318424,17025.168272,22557.434835,984.69844636
19NOV2016,19NOV2016,19792.263748,1411.318424,17026.130467,22558.39703,984.73625153
20NOV2016,20NOV2016,19793.218371,1411.318424,17027.085089,22559.351653,984.7816289
21NOV2016,21NOV2016,19794.163043,1411.318424,17028.029761,22560.296324,984.83695735
22NOV2016,22NOV2016,19795.110366,1411.318424,17028.977084,22561.243647,984.88963443
23NOV2016,23NOV2016,19796.067987,1411.318424,17029.934705,22562.201269,984.93201315
24NOV2016,24NOV2016,19797.027632,1411.318424,17030.89435,22563.160914,984.97236824
25NOV2016,25NOV2016,19797.978684,1411.318424,17031.845403,22564.111966,985.02131567
26NOV2016,26NOV2016,19798.924154,1411.318424,17032.790872,22565.057436,985.07584618
27NOV2016,27NOV2016,19799.875105,1411.318424,17033.741823,22566.008387,985.12489501
28NOV2016,28NOV2016,19800.833564,1411.318424,17034.700283,22566.966846,985.16643557
29NOV2016,29NOV2016,19801.790236,1411.318424,17035.656955,22567.923518,985.20976361
30NOV2016,30NOV2016,19802.73923,1411.318424,17036.605949,22568.872512,985.26076966
01DEC2016,01DEC2016,19803.686542,1411.318424,17037.55326,22569.819823,985.31345847
02DEC2016,02DEC2016,19804.640183,1411.318424,17038.506902,22570.773465,985.3598166
03DEC2016,03DEC2016,19805.598115,1411.318424,17039.464833,22571.731397,985.40188486
04DEC2016,04DEC2016,19806.552084,1411.318424,17040.418803,22572.685366,985.44791554
05DEC2016,05DEC2016,19807.500393,1411.318424,17041.367111,22573.633675,985.49960723
06DEC2016,06DEC2016,19808.449892,1411.318424,17042.31661,22574.583174,985.55010808
07DEC2016,07DEC2016,19809.405112,1411.318424,17043.27183,22575.538394,985.59488791
08DEC2016,08DEC2016,19810.361716,1411.318424,17044.228434,22576.494998,985.63828418
09DEC2016,09DEC2016,19811.313659,1411.318424,17045.180377,22577.44694,985.68634139
10DEC2016,10DEC2016,19812.26231,1411.318424,17046.129028,22578.395592,985.73768995
11DEC2016,11DEC2016,19813.213821,1411.318424,17047.080539,22579.347103,985.78617882
12DEC2016,12DEC2016,19814.169598,1411.318424,17048.036316,22580.302879,985.8304025
13DEC2016,13DEC2016,19815.124592,1411.318424,17048.99131,22581.257874,985.8754078
14DEC2016,14DEC2016,19816.075327,1411.318424,17049.942045,22582.208608,985.92467342
15DEC2016,15DEC2016,19817.024934,1411.318424,17050.891652,22583.158216,985.97506606
16DEC2016,16DEC2016,19817.97797,1411.318424,17051.844689,22584.111252,986.02202969
17DEC2016,17DEC2016,19818.933528,1411.318424,17052.800247,22585.06681,986.06647154
18DEC2016,18DEC2016,19819.887026,1411.318424,17053.753744,22586.020308,986.11297377
19DEC2016,19DEC2016,19820.837313,1411.318424,17054.704031,22586.970594,986.1626873
20DEC2016,20DEC2016,19821.788102,1411.318424,17055.654821,22587.921384,986.21189759
21DEC2016,21DEC2016,19822.742063,1411.318424,17056.608781,22588.875345,986.25793717
22DEC2016,22DEC2016,19823.696934,1411.318424,17057.563652,22589.830216,986.30306584
23DEC2016,23DEC2016,19824.649285,1411.318424,17058.516003,22590.782567,986.35071525
24DEC2016,24DEC2016,19825.599706,1411.318424,17059.466424,22591.732987,986.40029426
25DEC2016,25DEC2016,19826.551609,1411.318424,17060.418327,22592.68489,986.44839148
26DEC2016,26DEC2016,19827.505927,1411.318424,17061.372646,22593.639209,986.49407253
27DEC2016,27DEC2016,19828.459931,1411.318424,17062.326649,22594.593212,986.54006931
28DEC2016,28DEC2016,19829.411576,1411.318424,17063.278294,22595.544857,986.58842446
29DEC2016,29DEC2016,19830.362489,1411.318424,17064.229207,22596.495771,986.63751102
30DEC2016,30DEC2016,19831.315254,1411.318424,17065.181972,22597.448536,986.68474598
31DEC2016,31DEC2016,19832.269494,1411.318424,17066.136212,22598.402775,986.73050628
01JAN2017,01JAN2017,19833.22267,1411.318424,17067.089388,22599.355952,986.77733021
02JAN2017,02JAN2017,19834.174029,1411.318424,17068.040747,22600.307311,986.82597084
03JAN2017,03JAN2017,19835.125579,1411.318424,17068.992298,22601.258861,986.87442052
04JAN2017,04JAN2017,19836.078883,1411.318424,17069.945601,22602.212165,986.92111709
05JAN2017,05JAN2017,19837.03277,1411.318424,17070.899489,22603.166052,986.96722974
06JAN2017,06JAN2017,19837.985299,1411.318424,17071.852017,22604.11858,987.01470135
07JAN2017,07JAN2017,19838.936701,1411.318424,17072.80342,22605.069983,987.0632986
08JAN2017,08JAN2017,19839.888866,1411.318424,17073.755584,22606.022148,987.11113397
09JAN2017,09JAN2017,19840.842396,1411.318424,17074.709114,22606.975677,987.15760429
10JAN2017,10JAN2017,19841.795816,1411.318424,17075.662534,22607.929098,987.20418375
11JAN2017,11JAN2017,19842.747934,1411.318424,17076.614653,22608.881216,987.25206563
12JAN2017,12JAN2017,19843.699589,1411.318424,17077.566307,22609.83287,987.30041139
13JAN2017,13JAN2017,19844.652239,1411.318424,17078.518958,22610.785521,987.34776058
14JAN2017,14JAN2017,19845.605748,1411.318424,17079.472467,22611.73903,987.39425151
15JAN2017,15JAN2017,19846.558713,1411.318424,17080.425431,22612.691995,987.44128694
16JAN2017,16JAN2017,19847.510653,1411.318424,17081.377371,22613.643934,987.4893474
17JAN2017,17JAN2017,19848.462649,1411.318424,17082.329367,22614.59593,987.53735128
18JAN2017,18JAN2017,19849.415612,1411.318424,17083.28233,22615.548894,987.58438816
19JAN2017,19JAN2017,19850.368942,1411.318424,17084.23566,22616.502224,987.63105814
20JAN2017,20JAN2017,19851.321542,1411.318424,17085.18826,22617.454823,987.67845829
21JAN2017,21JAN2017,19852.273488,1411.318424,17086.140206,22618.40677,987.72651213
22JAN2017,22JAN2017,19853.225822,1411.318424,17087.09254,22619.359104,987.77417779
23JAN2017,23JAN2017,19854.178926,1411.318424,17088.045644,22620.312208,987.82107423
24JAN2017,24JAN2017,19855.132006,1411.318424,17088.998724,22621.265287,987.86799436
25JAN2017,25JAN2017,19856.084368,1411.318424,17089.951086,22622.21765,987.91563201
26JAN2017,26JAN2017,19857.036441,1411.318424,17090.90316,22623.169723,987.96355874
27JAN2017,27JAN2017,19857.989049,1411.318424,17091.855767,22624.122331,988.01095095
28JAN2017,28JAN2017,19858.942154,1411.318424,17092.808872,22625.075436,988.05784581
29JAN2017,29JAN2017,19859.894983,1411.318424,17093.761702,22626.028265,988.10501667
30JAN2017,30JAN2017,19860.847236,1411.318424,17094.713954,22626.980517,988.1527644
31JAN2017,31JAN2017,19861.799492,1411.318424,17095.66621,22627.932773,988.20050828
01FEB2017,01FEB2017,19862.75228,1411.318424,17096.618998,22628.885562,988.24772006
02FEB2017,02FEB2017,19863.705295,1411.318424,17097.572013,22629.838577,988.29470488
03FEB2017,03FEB2017,19864.657919,1411.318424,17098.524638,22630.791201,988.34208061
04FEB2017,04FEB2017,19865.610166,1411.318424,17099.476884,22631.743447,988.38983438
05FEB2017,05FEB2017,19866.562607,1411.318424,17100.429326,22632.695889,988.4373925
06FEB2017,06FEB2017,19867.515482,1411.318424,17101.3822,22633.648763,988.48451826
07FEB2017,07FEB2017,19868.468363,1411.318424,17102.335082,22634.601645,988.5316366
08FEB2017,08FEB2017,19869.420851,1411.318424,17103.287569,22635.554132,988.57914928
09FEB2017,09FEB2017,19870.37316,1411.318424,17104.239879,22636.506442,988.62683961
10FEB2017,10FEB2017,19871.325756,1411.318424,17105.192474,22637.459037,988.67424432
11FEB2017,11FEB2017,19872.278638,1411.318424,17106.145356,22638.41192,988.72136195
12FEB2017,12FEB2017,19873.231382,1411.318424,17107.0981,22639.364664,988.76861783
13FEB2017,13FEB2017,19874.183802,1411.318424,17108.050521,22640.317084,988.81619756
14FEB2017,14FEB2017,19875.13621,1411.318424,17109.002928,22641.269491,988.86379048
15FEB2017,15FEB2017,19876.088909,1411.318424,17109.955627,22642.22219,988.91109134
16FEB2017,16FEB2017,19877.041746,1411.318424,17110.908465,22643.175028,988.95825355
17FEB2017,17FEB2017,19877.994376,1411.318424,17111.861094,22644.127658,989.00562423
18FEB2017,18FEB2017,19878.946787,1411.318424,17112.813506,22645.080069,989.05321271
19FEB2017,19FEB2017,19879.899296,1411.318424,17113.766014,22646.032578,989.10070386
20FEB2017,20FEB2017,19880.852047,1411.318424,17114.718766,22646.985329,989.14795259
21FEB2017,21FEB2017,19881.804814,1411.318424,17115.671532,22647.938096,989.19518578
22FEB2017,22FEB2017,19882.757365,1411.318424,17116.624083,22648.890647,989.24263514
23FEB2017,23FEB2017,19883.709808,1411.318424,17117.576526,22649.843089,989.29019245
24FEB2017,24FEB2017,19884.662402,1411.318424,17118.529121,22650.795684,989.33759774
25FEB2017,25FEB2017,19885.615162,1411.318424,17119.48188,22651.748444,989.38483794
26FEB2017,26FEB2017,19886.567854,1411.318424,17120.434572,22652.701135,989.43214638
27FEB2017,27FEB2017,19887.520364,1411.318424,17121.387082,22653.653646,989.47963619
28FEB2017,28FEB2017,19888.472858,1411.318424,17122.339576,22654.60614,989.52714182
01MAR2017,01MAR2017,19889.425512,1411.318424,17123.292231,22655.558794,989.57448755
02MAR2017,02MAR2017,19890.378251,1411.318424,17124.244969,22656.511532,989.62174945
03MAR2017,03MAR2017,19891.330878,1411.318424,17125.197596,22657.46416,989.66912207
04MAR2017,04MAR2017,19892.28338,1411.318424,17126.150099,22658.416662,989.71661972
05MAR2017,05MAR2017,19893.23593,1411.318424,17127.102649,22659.369212,989.76406974
06MAR2017,06MAR2017,19894.188616,1411.318424,17128.055334,22660.321898,989.81138417
07MAR2017,07MAR2017,19895.141316,1411.318424,17129.008035,22661.274598,989.85868364
08MAR2017,08MAR2017,19896.093899,1411.318424,17129.960617,22662.22718,989.90610131
09MAR2017,09MAR2017,19897.046416,1411.318424,17130.913134,22663.179698,989.95358394
10MAR2017,10MAR2017,19897.999014,1411.318424,17131.865732,22664.132296,990.00098603
11MAR2017,11MAR2017,19898.951707,1411.318424,17132.818425,22665.084988,990.0482935
12MAR2017,12MAR2017,19899.904366,1411.318424,17133.771084,22666.037648,990.09563403
13MAR2017,13MAR2017,19900.856924,1411.318424,17134.723642,22666.990206,990.14307588
14MAR2017,14MAR2017,19901.809469,1411.318424,17135.676187,22667.942751,990.19053124
15MAR2017,15MAR2017,19902.762101,1411.318424,17136.628819,22668.895382,990.23789927
16MAR2017,16MAR2017,19903.714783,1411.318424,17137.581501,22669.848065,990.28521707
17MAR2017,17MAR2017,19904.667407,1411.318424,17138.534125,22670.800688,990.33259339
18MAR2017,18MAR2017,19905.619959,1411.318424,17139.486677,22671.75324,990.38004125
19MAR2017,19MAR2017,19906.572534,1411.318424,17140.439252,22672.705815,990.4274663
20MAR2017,20MAR2017,19907.525184,1411.318424,17141.391903,22673.658466,990.47481568
21MAR2017,21MAR2017,19908.477847,1411.318424,17142.344565,22674.611128,990.52215326
22MAR2017,22MAR2017,19909.430445,1411.318424,17143.297163,22675.563726,990.5695553
23MAR2017,23MAR2017,19910.383004,1411.318424,17144.249722,22676.516286,990.61699612
24MAR2017,24MAR2017,19911.335606,1411.318424,17145.202324,22677.468887,990.66439446
25MAR2017,25MAR2017,19912.288261,1411.318424,17146.154979,22678.421543,990.71173876
26MAR2017,26MAR2017,19913.240901,1411.318424,17147.10762,22679.374183,990.75909868
27MAR2017,27MAR2017,19914.193485,1411.318424,17148.060203,22680.326767,990.80651508
28MAR2017,28MAR2017,19915.146058,1411.318424,17149.012777,22681.27934,990.85394157
29MAR2017,29MAR2017,19916.098679,1411.318424,17149.965398,22682.231961,990.90132051
30MAR2017,30MAR2017,19917.05133,1411.318424,17150.918049,22683.184612,990.94866957
31MAR2017,31MAR2017,19918.003951,1411.318424,17151.870669,22684.137232,990.9960494
01APR2017,01APR2017,19918.95653,1411.318424,17152.823248,22685.089812,991.04347005
02APR2017,02APR2017,19919.90912,1411.318424,17153.775838,22686.042402,991.09088007
03APR2017,03APR2017,19920.861752,1411.318424,17154.72847,22686.995034,991.13824797
04APR2017,04APR2017,19921.814393,1411.318424,17155.681111,22687.947674,991.18560739
05APR2017,05APR2017,19922.766998,1411.318424,17156.633716,22688.90028,991.23300186
06APR2017,06APR2017,19923.719581,1411.318424,17157.586299,22689.852862,991.28041932
07APR2017,07APR2017,19924.672185,1411.318424,17158.538904,22690.805467,991.32781451
08APR2017,08APR2017,19925.624821,1411.318424,17159.491539,22691.758103,991.37517891
09APR2017,09APR2017,19926.57745,1411.318424,17160.444168,22692.710731,991.42255045
10APR2017,10APR2017,19927.530047,1411.318424,17161.396765,22693.663328,991.4699534
11APR2017,11APR2017,19928.482637,1411.318424,17162.349355,22694.615918,991.51736338
12APR2017,12APR2017,19929.435252,1411.318424,17163.301971,22695.568534,991.56474753
13APR2017,13APR2017,19930.387886,1411.318424,17164.254604,22696.521168,991.61211403
14APR2017,14APR2017,19931.340503,1411.318424,17165.207222,22697.473785,991.65949663
15APR2017,15APR2017,19932.293098,1411.318424,17166.159816,22698.426379,991.70690243
16APR2017,16APR2017,19933.245697,1411.318424,17167.112415,22699.378978,991.75430349
17APR2017,17APR2017,19934.198319,1411.318424,17168.065037,22700.331601,991.80168115
18APR2017,18APR2017,19935.150947,1411.318424,17169.017665,22701.284229,991.84905304
19APR2017,19APR2017,19936.103556,1411.318424,17169.970274,22702.236838,991.89644394
20APR2017,20APR2017,19937.056152,1411.318424,17170.92287,22703.189433,991.94384838
21APR2017,21APR2017,19938.008759,1411.318424,17171.875477,22704.142041,991.99124121
22APR2017,22APR2017,19938.961383,1411.318424,17172.828102,22705.094665,992.03861656
23APR2017,23APR2017,19939.914005,1411.318424,17173.780723,22706.047287,992.08599501
24APR2017,24APR2017,19940.866609,1411.318424,17174.733327,22706.999891,992.13339088
25APR2017,25APR2017,19941.819209,1411.318424,17175.685927,22707.95249,992.18079145
26APR2017,26APR2017,19942.771822,1411.318424,17176.63854,22708.905104,992.22817803
27APR2017,27APR2017,19943.724446,1411.318424,17177.591164,22709.857728,992.27555424
28APR2017,28APR2017,19944.677061,1411.318424,17178.543779,22710.810343,992.32293881
29APR2017,29APR2017,19945.629663,1411.318424,17179.496382,22711.762945,992.37033654
30APR2017,30APR2017,19946.582268,1411.318424,17180.448986,22712.715549,992.41773228
01MAY2017,01MAY2017,19947.534885,1411.318424,17181.401603,22713.668167,992.46511506
02MAY2017,02MAY2017,19948.487506,1411.318424,17182.354224,22714.620788,992.51249406
03MAY2017,03MAY2017,19949.440117,1411.318424,17183.306835,22715.573398,992.55988333
04MAY2017,04MAY2017,19950.392719,1411.318424,17184.259438,22716.526001,992.60728054
05MAY2017,05MAY2017,19951.345328,1411.318424,17185.212047,22717.47861,992.65467173
06MAY2017,06MAY2017,19952.297947,1411.318424,17186.164665,22718.431229,992.70205302
07MAY2017,07MAY2017,19953.250564,1411.318424,17187.117283,22719.383846,992.74943556
08MAY2017,08MAY2017,19954.203172,1411.318424,17188.069891,22720.336454,992.79682773
09MAY2017,09MAY2017,19955.155777,1411.318424,17189.022495,22721.289059,992.84422294
10MAY2017,10MAY2017,19956.108389,1411.318424,17189.975108,22722.241671,992.8916106
11MAY2017,11MAY2017,19957.061008,1411.318424,17190.927726,22723.19429,992.9389922
12MAY2017,12MAY2017,19958.013622,1411.318424,17191.88034,22724.146904,992.98637811
13MAY2017,13MAY2017,19958.966229,1411.318424,17192.832947,22725.09951,993.03377147
14MAY2017,14MAY2017,19959.918836,1411.318424,17193.785554,22726.052118,993.08116408
15MAY2017,15MAY2017,19960.87145,1411.318424,17194.738169,22727.004732,993.12854953
16MAY2017,16MAY2017,19961.824067,1411.318424,17195.690786,22727.957349,993.17593256
17MAY2017,17MAY2017,19962.776679,1411.318424,17196.643397,22728.909961,993.22332112
18MAY2017,18MAY2017,19963.729286,1411.318424,17197.596004,22729.862567,993.27071431
19MAY2017,19MAY2017,19964.681896,1411.318424,17198.548614,22730.815177,993.31810442
20MAY2017,20MAY2017,19965.634511,1411.318424,17199.501229,22731.767793,993.36548893
21MAY2017,21MAY2017,19966.587126,1411.318424,17200.453844,22732.720408,993.41287386
22MAY2017,22MAY2017,19967.539736,1411.318424,17201.406454,22733.673018,993.46026411
23MAY2017,23MAY2017,19968.492344,1411.318424,17202.359062,22734.625625,993.50765628
24MAY2017,24MAY2017,19969.444956,1411.318424,17203.311674,22735.578237,993.5550444
25MAY2017,25MAY2017,19970.397571,1411.318424,17204.264289,22736.530853,993.60242898
26MAY2017,26MAY2017,19971.350184,1411.318424,17205.216902,22737.483466,993.64981578
27MAY2017,27MAY2017,19972.302793,1411.318424,17206.169511,22738.436075,993.69720677
28MAY2017,28MAY2017,19973.255402,1411.318424,17207.122121,22739.388684,993.74459755
29MAY2017,29MAY2017,19974.208016,1411.318424,17208.074734,22740.341297,993.79198438
30MAY2017,30MAY2017,19975.16063,1411.318424,17209.027349,22741.293912,993.83936969
31MAY2017,31MAY2017,19976.113242,1411.318424,17209.97996,22742.246524,993.88675797
01JUN2017,01JUN2017,19977.065851,1411.318424,17210.932569,22743.199133,993.93414894
02JUN2017,02JUN2017,19978.018462,1411.318424,17211.88518,22744.151743,993.98153834
03JUN2017,03JUN2017,19978.971075,1411.318424,17212.837794,22745.104357,994.02892459
04JUN2017,04JUN2017,19979.923689,1411.318424,17213.790407,22746.056971,994.07631092
05JUN2017,05JUN2017,19980.8763,1411.318424,17214.743018,22747.009582,994.12370018
06JUN2017,06JUN2017,19981.828909,1411.318424,17215.695628,22747.962191,994.17109064
07JUN2017,07JUN2017,19982.781521,1411.318424,17216.648239,22748.914803,994.21847892
08JUN2017,08JUN2017,19983.734135,1411.318424,17217.600853,22749.867417,994.26586516
09JUN2017,09JUN2017,19984.686747,1411.318424,17218.553466,22750.820029,994.31325251
10JUN2017,10JUN2017,19985.639358,1411.318424,17219.506076,22751.77264,994.36064222
11JUN2017,11JUN2017,19986.591968,1411.318424,17220.458686,22752.72525,994.40803194
12JUN2017,12JUN2017,19987.544581,1411.318424,17221.411299,22753.677862,994.45541948
13JUN2017,13JUN2017,19988.497194,1411.318424,17222.363912,22754.630476,994.50280608
14JUN2017,14JUN2017,19989.449806,1411.318424,17223.316524,22755.583087,994.55019427
15JUN2017,15JUN2017,19990.402416,1411.318424,17224.269134,22756.535698,994.59758401
16JUN2017,16JUN2017,19991.355027,1411.318424,17225.221745,22757.488309,994.64497297
17JUN2017,17JUN2017,19992.30764,1411.318424,17226.174358,22758.440922,994.69236015
18JUN2017,18JUN2017,19993.260253,1411.318424,17227.126971,22759.393534,994.73974729
19JUN2017,19JUN2017,19994.212864,1411.318424,17228.079582,22760.346146,994.78713605
20JUN2017,20JUN2017,19995.165474,1411.318424,17229.032193,22761.298756,994.83452554
21JUN2017,21JUN2017,19996.118086,1411.318424,17229.984804,22762.251368,994.88191386
22JUN2017,22JUN2017,19997.070699,1411.318424,17230.937417,22763.203981,994.92930101
23JUN2017,23JUN2017,19998.023311,1411.318424,17231.89003,22764.156593,994.97668872
24JUN2017,24JUN2017,19998.975922,1411.318424,17232.842641,22765.109204,995.02407775
25JUN2017,25JUN2017,19999.928533,1411.318424,17233.795251,22766.061815,995.07146684
26JUN2017,26JUN2017,20000.881145,1411.318424,17234.747864,22767.014427,995.11885474
27JUN2017,27JUN2017,20001.833758,1411.318424,17235.700476,22767.96704,995.16624207
28JUN2017,28JUN2017,20002.78637,1411.318424,17236.653088,22768.919652,995.21363024
29JUN2017,29JUN2017,20003.738981,1411.318424,17237.605699,22769.872262,995.26101931
30JUN2017,30JUN2017,20004.691592,1411.318424,17238.55831,22770.824874,995.30840799
01JUL2017,01JUL2017,20005.644204,1411.318424,17239.510923,22771.777486,995.35579567
02JUL2017,02JUL2017,20006.596817,1411.318424,17240.463535,22772.730098,995.40318329
03JUL2017,03JUL2017,20007.549428,1411.318424,17241.416146,22773.68271,995.45057179
04JUL2017,04JUL2017,20008.502039,1411.318424,17242.368758,22774.635321,995.49796073
05JUL2017,05JUL2017,20009.454651,1411.318424,17243.321369,22775.587933,995.54534906
06JUL2017,06JUL2017,20010.407263,1411.318424,17244.273982,22776.540545,995.5927367
07JUL2017,07JUL2017,20011.359875,1411.318424,17245.226594,22777.493157,995.64012463
08JUL2017,08JUL2017,20012.312487,1411.318424,17246.179205,22778.445768,995.68751329
09JUL2017,09JUL2017,20013.265098,1411.318424,17247.131816,22779.39838,995.73490202
10JUL2017,10JUL2017,20014.21771,1411.318424,17248.084428,22780.350992,995.78229011
11JUL2017,11JUL2017,20015.170322,1411.318424,17249.03704,22781.303604,995.82967784
12JUL2017,12JUL2017,20016.122934,1411.318424,17249.989652,22782.256216,995.87706603
13JUL2017,13JUL2017,20017.075545,1411.318424,17250.942264,22783.208827,995.92445472
14JUL2017,14JUL2017,20018.028157,1411.318424,17251.894875,22784.161439,995.97184323
15JUL2017,15JUL2017,20018.980769,1411.318424,17252.847487,22785.114051,996.01923118
16JUL2017,16JUL2017,20019.933381,1411.318424,17253.800099,22786.066663,996.06661907
17JUL2017,17JUL2017,20020.885993,1411.318424,17254.752711,22787.019274,996.11400744
18JUL2017,18JUL2017,20021.838604,1411.318424,17255.705322,22787.971886,996.16139608
19JUL2017,19JUL2017,20022.791216,1411.318424,17256.657934,22788.924497,996.20878439
20JUL2017,20JUL2017,20023.743828,1411.318424,17257.610546,22789.877109,996.25617231
21JUL2017,21JUL2017,20024.69644,1411.318424,17258.563158,22790.829721,996.30356037
22JUL2017,22JUL2017,20025.649051,1411.318424,17259.515769,22791.782333,996.35094884
23JUL2017,23JUL2017,20026.601663,1411.318424,17260.468381,22792.734944,996.39833737
24JUL2017,24JUL2017,20027.554274,1411.318424,17261.420993,22793.687556,996.44572554
25JUL2017,25JUL2017,20028.506887,1411.318424,17262.373605,22794.640168,996.4931135
26JUL2017,26JUL2017,20029.459498,1411.318424,17263.326217,22795.59278,996.5405017
27JUL2017,27JUL2017,20030.41211,1411.318424,17264.278828,22796.545392,996.5878902
28JUL2017,28JUL2017,20031.364721,1411.318424,17265.23144,22797.498003,996.6352786
29JUL2017,29JUL2017,20032.317333,1411.318424,17266.184052,22798.450615,996.68266669
30JUL2017,30JUL2017,20033.269945,1411.318424,17267.136664,22799.403227,996.73005474
31JUL2017,31JUL2017,20034.222557,1411.318424,17268.089275,22800.355839,996.77744305
01AUG2017,01AUG2017,20035.175168,1411.318424,17269.041887,22801.30845,996.82483151
02AUG2017,02AUG2017,20036.12778,1411.318424,17269.994498,22802.261062,996.87221981
03AUG2017,03AUG2017,20037.080392,1411.318424,17270.94711,22803.213674,996.91960788
04AUG2017,04AUG2017,20038.033004,1411.318424,17271.899722,22804.166286,996.96699602
05AUG2017,05AUG2017,20038.985616,1411.318424,17272.852334,22805.118897,997.01438438
06AUG2017,06AUG2017,20039.938227,1411.318424,17273.804945,22806.071509,997.06177279
07AUG2017,07AUG2017,20040.890839,1411.318424,17274.757557,22807.024121,997.10916101
08AUG2017,08AUG2017,20041.843451,1411.318424,17275.710169,22807.976733,997.1565491
09AUG2017,09AUG2017,20042.796063,1411.318424,17276.662781,22808.929344,997.20393731
10AUG2017,10AUG2017,20043.748674,1411.318424,17277.615393,22809.881956,997.2513257
11AUG2017,11AUG2017,20044.701286,1411.318424,17278.568004,22810.834568,997.29871404
12AUG2017,12AUG2017,20045.653898,1411.318424,17279.520616,22811.78718,997.34610221
13AUG2017,13AUG2017,20046.60651,1411.318424,17280.473228,22812.739791,997.39349034
14AUG2017,14AUG2017,20047.559121,1411.318424,17281.42584,22813.692403,997.44087862
15AUG2017,15AUG2017,20048.511733,1411.318424,17282.378451,22814.645015,997.48826699
16AUG2017,16AUG2017,20049.464345,1411.318424,17283.331063,22815.597626,997.53565527
17AUG2017,17AUG2017,20050.416957,1411.318424,17284.283675,22816.550238,997.58304343
18AUG2017,18AUG2017,20051.369568,1411.318424,17285.236287,22817.50285,997.63043161
19AUG2017,19AUG2017,20052.32218,1411.318424,17286.188898,22818.455462,997.67781992
20AUG2017,20AUG2017,20053.274792,1411.318424,17287.14151,22819.408073,997.72520826
21AUG2017,21AUG2017,20054.227404,1411.318424,17288.094122,22820.360685,997.7725965
22AUG2017,22AUG2017,20055.180015,1411.318424,17289.046734,22821.313297,997.81998466
23AUG2017,23AUG2017,20056.132627,1411.318424,17289.999345,22822.265909,997.86737289
24AUG2017,24AUG2017,20057.085239,1411.318424,17290.951957,22823.218521,997.91476121
25AUG2017,25AUG2017,20058.03785,1411.318424,17291.904569,22824.171132,997.96214952
26AUG2017,26AUG2017,20058.990462,1411.318424,17292.857181,22825.123744,998.00953773
27AUG2017,27AUG2017,20059.943074,1411.318424,17293.809792,22826.076356,998.05692591
28AUG2017,28AUG2017,20060.895686,1411.318424,17294.762404,22827.028968,998.10431418
29AUG2017,29AUG2017,20061.848298,1411.318424,17295.715016,22827.981579,998.15170249
30AUG2017,30AUG2017,20062.800909,1411.318424,17296.667627,22828.934191,998.19909077
31AUG2017,31AUG2017,20063.753521,1411.318424,17297.620239,22829.886803,998.24647896
01SEP2017,01SEP2017,20064.706133,1411.318424,17298.572851,22830.839415,998.29386718
02SEP2017,02SEP2017,20065.658745,1411.318424,17299.525463,22831.792026,998.34125546
03SEP2017,03SEP2017,20066.611356,1411.318424,17300.478074,22832.744638,998.38864376
04SEP2017,04SEP2017,20067.563968,1411.318424,17301.430686,22833.69725,998.43603201
05SEP2017,05SEP2017,20068.51658,1411.318424,17302.383298,22834.649862,998.48342021
06SEP2017,06SEP2017,20069.469192,1411.318424,17303.33591,22835.602473,998.53080845
07SEP2017,07SEP2017,20070.421803,1411.318424,17304.288522,22836.555085,998.57819674
08SEP2017,08SEP2017,20071.374415,1411.318424,17305.241133,22837.507697,998.62558502
09SEP2017,09SEP2017,20072.327027,1411.318424,17306.193745,22838.460308,998.67297325
10SEP2017,10SEP2017,20073.279639,1411.318424,17307.146357,22839.41292,998.72036146
11SEP2017,11SEP2017,20074.23225,1411.318424,17308.098969,22840.365532,998.76774972
12SEP2017,12SEP2017,20075.184862,1411.318424,17309.05158,22841.318144,998.81513801
13SEP2017,13SEP2017,20076.137474,1411.318424,17310.004192,22842.270755,998.86252627
14SEP2017,14SEP2017,20077.090086,1411.318424,17310.956804,22843.223367,998.9099145
15SEP2017,15SEP2017,20078.042697,1411.318424,17311.909416,22844.175979,998.95730273
16SEP2017,16SEP2017,20078.995309,1411.318424,17312.862027,22845.128591,999.00469099
17SEP2017,17SEP2017,20079.947921,1411.318424,17313.814639,22846.081202,999.05207927
18SEP2017,18SEP2017,20080.900532,1411.318424,17314.767251,22847.033814,999.09946752
19SEP2017,19SEP2017,20081.853144,1411.318424,17315.719863,22847.986426,999.14685575
20SEP2017,20SEP2017,20082.805756,1411.318424,17316.672474,22848.939038,999.19424399
21SEP2017,21SEP2017,20083.758368,1411.318424,17317.625086,22849.891649,999.24163226
22SEP2017,22SEP2017,20084.710979,1411.318424,17318.577698,22850.844261,999.28902053
