Date,Close,FORECAST,STD,L95,U95,RESIDUAL
27OCT2016,2133.040039,2141.0521415,26.66741113,2088.7849761,2193.3193068,-8.012102474
28OCT2016,2126.409912,2135.0377693,26.66741113,2082.7706039,2187.3049347,-8.627857323
29OCT2016,2126.409912,2128.5049575,26.66741113,2076.2377921,2180.7721228,-2.095045462
30OCT2016,2126.409912,2127.4724987,26.66741113,2075.2053333,2179.7396641,-1.062586692
31OCT2016,2126.149902,2127.3093268,26.66741113,2075.0421614,2179.5764922,-1.159424824
01NOV2016,2111.719971,2127.0646213,26.66741113,2074.7974559,2179.3317867,-15.34465032
02NOV2016,2097.939941,2114.876552,26.66741113,2062.6093866,2167.1437174,-16.93661098
03NOV2016,2088.659912,2101.3481187,26.66741113,2049.0809533,2153.615284,-12.68820666
04NOV2016,2085.179932,2091.3966633,26.66741113,2039.1294979,2143.6638286,-6.216731265
05NOV2016,2085.179932,2086.8939182,26.66741113,2034.6267529,2139.1610836,-1.713986234
06NOV2016,2085.179932,2086.1822953,26.66741113,2033.9151299,2138.4494607,-1.002363322
07NOV2016,2131.52002,2086.069829,26.66741113,2033.8026636,2138.3369944,45.450190999
08NOV2016,2139.560059,2125.0684616,26.66741113,2072.8012962,2177.3356269,14.491597429
09NOV2016,2163.26001,2138.0012592,26.66741113,2085.7340938,2190.2684246,25.258750824
10NOV2016,2167.47998,2159.9995475,26.66741113,2107.7323821,2212.2667129,7.4804324759
11NOV2016,2164.449951,2167.0292388,26.66741113,2114.7620735,2219.2964042,-2.579287834
12NOV2016,2164.449951,2165.5890683,26.66741113,2113.321903,2217.8562337,-1.139117333
13NOV2016,2164.449951,2165.3614609,26.66741113,2113.0942955,2217.6286263,-0.911509881
14NOV2016,2164.199951,2165.3254893,26.66741113,2113.058324,2217.5926547,-1.12553834
15NOV2016,2180.389893,2165.1093148,26.66741113,2112.8421495,2217.3764802,15.280578171
16NOV2016,2176.939941,2178.7064011,26.66741113,2126.4392357,2230.9735664,-1.766460067
17NOV2016,2187.120117,2177.9505974,26.66741113,2125.683432,2230.2177628,9.1695196073
18NOV2016,2181.899902,2186.4024291,26.66741113,2134.1352637,2238.6695945,-4.502527095
19NOV2016,2181.899902,2183.3429719,26.66741113,2131.0758066,2235.6101373,-1.443069947
20NOV2016,2181.899902,2182.8594492,26.66741113,2130.5922838,2235.1266145,-0.959547166
21NOV2016,2198.179932,2182.7830322,26.66741113,2130.5158669,2235.0501976,15.396899751
22NOV2016,2202.939941,2196.4780564,26.66741113,2144.210891,2248.7452217,6.4618846301
23NOV2016,2204.719971,2202.6501732,26.66741113,2150.3830078,2254.9173386,2.0697978088
24NOV2016,2204.719971,2205.1243375,26.66741113,2152.8571721,2257.3915028,-0.404366456
25NOV2016,2213.350098,2205.5153594,26.66741113,2153.248194,2257.7825247,7.8347386304
26NOV2016,2213.350098,2212.8433616,26.66741113,2160.5761962,2265.110527,0.5067364256
27NOV2016,2213.350098,2214.0014938,26.66741113,2161.7343285,2266.2686592,-0.651395831
28NOV2016,2201.719971,2214.1845274,26.66741113,2161.917362,2266.4516928,-12.46455639
29NOV2016,2204.659912,2204.4213761,26.66741113,2152.1542107,2256.6885415,0.2385358746
30NOV2016,2198.810059,2205.3536948,26.66741113,2153.0865294,2257.6208602,-6.543635788
01DEC2016,2191.080078,2200.5757099,26.66741113,2148.3085445,2252.8428753,-9.495631884
02DEC2016,2191.949951,2193.3122683,26.66741113,2141.0451029,2245.5794337,-1.362317305
03DEC2016,2191.949951,2192.8967359,26.66741113,2140.6295705,2245.1639012,-0.946784855
04DEC2016,2191.949951,2192.8310643,26.66741113,2140.5638989,2245.0982296,-0.881113268
05DEC2016,2204.709961,2192.8206854,26.66741113,2140.55352,2245.0878508,11.889275602
06DEC2016,2212.22998,2203.5624374,26.66741113,2151.295272,2255.8296027,8.667542631
07DEC2016,2241.350098,2211.5916255,26.66741113,2159.3244602,2263.8587909,29.75847245
08DEC2016,2246.189941,2237.3784904,26.66741113,2185.1113251,2289.6456558,8.8114505626
09DEC2016,2259.530029,2245.528843,26.66741113,2193.2616777,2297.7960084,14.00118595
10DEC2016,2259.530029,2258.0487348,26.66741113,2205.7815694,2310.3159002,1.4812942045
11DEC2016,2259.530029,2260.0274038,26.66741113,2207.7602384,2312.2945691,-0.497374753
12DEC2016,2256.959961,2260.3401166,26.66741113,2208.0729512,2312.607282,-3.380155589
13DEC2016,2271.719971,2258.2256491,26.66741113,2205.9584837,2310.4928145,13.494321911
14DEC2016,2253.280029,2270.3187826,26.66741113,2218.0516172,2322.585948,-17.03875361
15DEC2016,2262.030029,2256.7043495,26.66741113,2204.4371841,2308.9715149,5.3256795147
16DEC2016,2258.070068,2261.9198293,26.66741113,2209.652664,2314.1869947,-3.849761341
17DEC2016,2258.070068,2259.4099735,26.66741113,2207.1428082,2311.6771389,-1.33990553
18DEC2016,2258.070068,2259.0133109,26.66741113,2206.7461455,2311.2804762,-0.943242853
19DEC2016,2262.530029,2258.9506215,26.66741113,2206.6834561,2311.2177869,3.5794075172
20DEC2016,2270.76001,2262.6958137,26.66741113,2210.4286483,2314.9629791,8.0641963088
21DEC2016,2265.179932,2270.2170096,26.66741113,2217.9498442,2322.484175,-5.03707762
22DEC2016,2260.959961,2266.7074834,26.66741113,2214.440318,2318.9746488,-5.747522391
23DEC2016,2263.790039,2262.5997925,26.66741113,2210.3326271,2314.8669579,1.1902464835
24DEC2016,2263.790039,2264.3334115,26.66741113,2212.0662461,2316.6005769,-0.543372523
25DEC2016,2263.790039,2264.6073962,26.66741113,2212.3402308,2316.8745615,-0.817357169
26DEC2016,2263.790039,2264.6506973,26.66741113,2212.3835319,2316.9178626,-0.860658255
27DEC2016,2268.879883,2264.6575406,26.66741113,2212.3903753,2316.924706,4.2223423536
28DEC2016,2249.919922,2268.944057,26.66741113,2216.6768916,2321.2112223,-19.02413497
29DEC2016,2249.26001,2253.6580162,26.66741113,2201.3908508,2305.9251815,-4.398006162
30DEC2016,2238.830078,2250.6865612,26.66741113,2198.4193959,2302.9537266,-11.85648325
31DEC2016,2238.830078,2241.435382,26.66741113,2189.1682166,2293.7025474,-2.605304019
01JAN2017,2238.830078,2239.973307,26.66741113,2187.7061416,2292.2404724,-1.143228984
02JAN2017,2238.830078,2239.7422377,26.66741113,2187.4750723,2292.0094031,-0.912159695
03JAN2017,2257.830078,2239.705719,26.66741113,2187.4385537,2291.9728844,18.124358962
04JAN2017,2270.75,2255.6971492,26.66741113,2203.4299838,2307.9643146,15.052850788
05JAN2017,2269,2269.1024986,26.66741113,2216.8353332,2321.3696639,-0.102498562
06JAN2017,2276.97998,2269.7476806,26.66741113,2217.4805152,2322.0148459,7.2322994416
07JAN2017,2276.97998,2276.5684543,26.66741113,2224.3012889,2328.8356197,0.4115257204
08JAN2017,2276.97998,2277.6464231,26.66741113,2225.3792577,2329.9135885,-0.666443123
09JAN2017,2268.899902,2277.8167875,26.66741113,2225.5496221,2330.0839529,-8.916885495
10JAN2017,2268.899902,2271.0406261,26.66741113,2218.7734607,2323.3077914,-2.140724058
11JAN2017,2275.320068,2269.9697078,26.66741113,2217.7025425,2322.2368732,5.350360171
12JAN2017,2270.439941,2275.2059678,26.66741113,2222.9388024,2327.4731331,-4.76602676
13JAN2017,2274.639893,2271.924655,26.66741113,2219.6574896,2324.1918203,2.7152380338
14JAN2017,2274.639893,2274.9422528,26.66741113,2222.6750874,2327.2094182,-0.30235978
15JAN2017,2274.639893,2275.41916,26.66741113,2223.1519947,2327.6863254,-0.779267029
16JAN2017,2274.639893,2275.4945314,26.66741113,2223.227366,2327.7616968,-0.854638413
17JAN2017,2267.889893,2275.5064433,26.66741113,2223.2392779,2327.7736086,-7.616550258
18JAN2017,2271.889893,2269.8251095,26.66741113,2217.5579441,2322.0922748,2.0647835475
19JAN2017,2263.689941,2272.2950519,26.66741113,2220.0278865,2324.5622173,-8.60511092
20JAN2017,2271.310059,2265.7813916,26.66741113,2213.5142262,2318.048557,5.5286674255
21JAN2017,2271.310059,2271.1677787,26.66741113,2218.9006133,2323.4349441,0.1422802785
22JAN2017,2271.310059,2272.0190542,26.66741113,2219.7518888,2324.2862196,-0.708995216
23JAN2017,2265.199951,2272.1535915,26.66741113,2219.8864261,2324.4207569,-6.953640514
24JAN2017,2280.070068,2267.0303999,26.66741113,2214.7632345,2319.2975652,13.039668141
25JAN2017,2298.370117,2278.740734,26.66741113,2226.4735686,2331.0078994,19.629382989
26JAN2017,2296.679932,2295.9993312,26.66741113,2243.7321658,2348.2664966,0.6806008227
27JAN2017,2294.689941,2297.30385,26.66741113,2245.0366846,2349.5710153,-2.613908951
28JAN2017,2294.689941,2295.8345299,26.66741113,2243.5673645,2348.1016953,-1.144588925
29JAN2017,2294.689941,2295.6023156,26.66741113,2243.3351502,2347.869481,-0.912374622
30JAN2017,2280.899902,2295.565616,26.66741113,2243.2984506,2347.8327814,-14.66571401
31JAN2017,2278.870117,2283.9491825,26.66741113,2231.6820171,2336.2163479,-5.079065517
01FEB2017,2279.550049,2280.4043042,26.66741113,2228.1371389,2332.6714696,-0.854255243
02FEB2017,2280.850098,2280.4165387,26.66741113,2228.1493733,2332.6837041,0.4335592986
03FEB2017,2297.419922,2281.5130589,26.66741113,2229.2458935,2333.7802243,15.906863108
04FEB2017,2297.419922,2295.6374507,26.66741113,2243.3702854,2347.9046161,1.7824712682
05FEB2017,2297.419922,2297.8696981,26.66741113,2245.6025327,2350.1368635,-0.449776122
06FEB2017,2292.560059,2298.222487,26.66741113,2245.9553216,2350.4896524,-5.662428005
07FEB2017,2293.080078,2294.186442,26.66741113,2241.9192767,2346.4536074,-1.106364028
08FEB2017,2294.669922,2293.9864115,26.66741113,2241.7192461,2346.2535769,0.6835105175
09FEB2017,2307.870117,2295.2933801,26.66741113,2243.0262147,2347.5605455,12.576736903
10FEB2017,2316.100098,2306.6139456,26.66741113,2254.3467802,2358.881111,9.4861524023
11FEB2017,2316.100098,2315.3323688,26.66741113,2263.0652034,2367.5995342,0.7677291908
12FEB2017,2316.100098,2316.710246,26.66741113,2264.4430806,2368.9774114,-0.610148008
13FEB2017,2328.25,2316.9280085,26.66741113,2264.6608431,2369.1951739,11.321991499
14FEB2017,2337.580078,2327.1921311,26.66741113,2274.9249657,2379.4592965,10.387946906
15FEB2017,2349.25,2336.6698274,26.66741113,2284.402662,2388.9369928,12.580172614
16FEB2017,2347.219971,2347.9932856,26.66741113,2295.7261202,2400.260451,-0.773314611
17FEB2017,2351.159912,2348.0736687,26.66741113,2295.8065033,2400.3408341,3.0862433195
18FEB2017,2351.159912,2351.4036374,26.66741113,2299.136472,2403.6708027,-0.243725356
19FEB2017,2351.159912,2351.9299123,26.66741113,2299.662747,2404.1970777,-0.770000326
20FEB2017,2351.159912,2352.0130859,26.66741113,2299.7459205,2404.2802513,-0.853173884
21FEB2017,2365.379883,2352.0262308,26.66741113,2299.7590654,2404.2933962,13.353652199
22FEB2017,2362.820068,2364.0009263,26.66741113,2311.733761,2416.2680917,-1.180858336
23FEB2017,2363.810059,2363.7381747,26.66741113,2311.4710093,2416.0053401,0.0718842866
24FEB2017,2367.340088,2364.5301797,26.66741113,2312.2630144,2416.7973451,2.8099082589
25FEB2017,2367.340088,2367.6274859,26.66741113,2315.3603205,2419.8946513,-0.287397907
26FEB2017,2367.340088,2368.1169904,26.66741113,2315.849825,2420.3841558,-0.776902424
27FEB2017,2369.75,2368.1943527,26.66741113,2315.9271873,2420.4615181,1.5556472942
28FEB2017,2363.639893,2370.2356238,26.66741113,2317.9684585,2422.5027892,-6.595730841
01MAR2017,2395.959961,2365.4137771,26.66741113,2313.1466117,2417.6809425,30.546183908
02MAR2017,2381.919922,2391.8638619,26.66741113,2339.5966966,2444.1310273,-9.943939929
03MAR2017,2383.120117,2384.2229638,26.66741113,2331.9557984,2436.4901292,-1.102846813
04MAR2017,2383.120117,2384.0258946,26.66741113,2331.7587292,2436.29306,-0.905777615
05MAR2017,2383.120117,2383.9947494,26.66741113,2331.727584,2436.2619148,-0.874632401
06MAR2017,2375.310059,2383.9898271,26.66741113,2331.7226618,2436.2569925,-8.679768149
07MAR2017,2368.389893,2377.4133086,26.66741113,2325.1461432,2429.6804739,-9.023415554
08MAR2017,2362.97998,2370.5474533,26.66741113,2318.2802879,2422.8146187,-7.567473283
09MAR2017,2364.870117,2364.9074402,26.66741113,2312.6402749,2417.1746056,-0.037323228
10MAR2017,2372.600098,2365.6074971,26.66741113,2313.3403317,2417.8746625,6.9926008829
11MAR2017,2372.600098,2372.2264547,26.66741113,2319.9592893,2424.4936201,0.3736432764
12MAR2017,2372.600098,2373.2725281,26.66741113,2321.0053628,2425.5396935,-0.672430141
13MAR2017,2373.469971,2373.4378517,26.66741113,2321.1706863,2425.7050171,0.0321193046
14MAR2017,2365.449951,2374.1963763,26.66741113,2321.9292109,2426.4635417,-8.746425279
15MAR2017,2385.26001,2367.5637352,26.66741113,2315.2965698,2419.8309006,17.696274819
16MAR2017,2381.379883,2383.1947365,26.66741113,2330.9275711,2435.4619019,-1.814853494
17MAR2017,2378.25,2382.3981876,26.66741113,2330.1310222,2434.665353,-4.148187587
18MAR2017,2378.25,2379.6370694,26.66741113,2327.369904,2431.9042348,-1.387069417
19MAR2017,2378.25,2379.2006967,26.66741113,2326.9335314,2431.4678621,-0.950696729
20MAR2017,2373.469971,2379.1317315,26.66741113,2326.8645661,2431.3988969,-5.661760508
21MAR2017,2344.02002,2375.0962485,26.66741113,2322.8290832,2427.3634139,-31.07622854
22MAR2017,2348.449951,2349.6628514,26.66741113,2297.395686,2401.9300167,-1.212900351
23MAR2017,2345.959961,2349.3731217,26.66741113,2297.1059563,2401.6402871,-3.413160698
24MAR2017,2343.97998,2347.2308653,26.66741113,2294.9636999,2399.4980307,-3.250885284
25MAR2017,2343.97998,2345.2252379,26.66741113,2292.9580726,2397.4924033,-1.24525795
26MAR2017,2343.97998,2344.9082646,26.66741113,2292.6410992,2397.1754299,-0.928284558
27MAR2017,2341.590088,2344.8581694,26.66741113,2292.5910041,2397.1253348,-3.268081444
28MAR2017,2358.570068,2342.8380637,26.66741113,2290.5708983,2395.105229,15.732004335
29MAR2017,2361.129883,2356.8152318,26.66741113,2304.5480664,2409.0823971,4.3146512348
30MAR2017,2368.060059,2361.1794683,26.66741113,2308.9123029,2413.4466337,6.8805907097
31MAR2017,2362.719971,2367.704118,26.66741113,2315.4369527,2419.9712834,-4.984147037
01APR2017,2362.719971,2364.2391571,26.66741113,2311.9719918,2416.5063225,-1.519186135
02APR2017,2362.719971,2363.6915477,26.66741113,2311.4243823,2415.9587131,-0.971576721
03APR2017,2358.840088,2363.6050024,26.66741113,2311.337837,2415.8721678,-4.764914425
04APR2017,2360.159912,2360.3246262,26.66741113,2308.0574608,2412.5917915,-0.164714171
05APR2017,2352.949951,2360.9174252,26.66741113,2308.6502599,2413.1845906,-7.967474239
06APR2017,2357.48999,2354.9406282,26.66741113,2302.6734628,2407.2077936,2.5493618134
07APR2017,2355.540039,2357.8185652,26.66741113,2305.5513998,2410.0857306,-2.278526193
08APR2017,2355.540039,2356.6316234,26.66741113,2304.364458,2408.8987887,-1.091584357
09APR2017,2355.540039,2356.4440367,26.66741113,2304.1768713,2408.711202,-0.903997673
10APR2017,2357.159912,2356.4143901,26.66741113,2304.1472247,2408.6815555,0.7455219045
11APR2017,2353.780029,2357.7735697,26.66741113,2305.5064043,2410.0407351,-3.993540692
12APR2017,2344.929932,2355.1426577,26.66741113,2302.8754923,2407.4098231,-10.21272571
13APR2017,2328.949951,2347.2754533,26.66741113,2295.0082879,2399.5426186,-18.32550226
14APR2017,2328.949951,2332.5776318,26.66741113,2280.3104665,2384.8447972,-3.627680839
15APR2017,2328.949951,2330.2547585,26.66741113,2277.9875931,2382.5219239,-1.30480748
16APR2017,2328.949951,2329.8876469,26.66741113,2277.6204815,2382.1548123,-0.937695886
17APR2017,2349.01001,2329.8296278,26.66741113,2277.5624625,2382.0967932,19.180382171
18APR2017,2342.189941,2346.7101852,26.66741113,2294.4430198,2398.9773505,-4.520244173
19APR2017,2338.169922,2343.635811,26.66741113,2291.3686456,2395.9029764,-5.46588899
20APR2017,2355.840088,2339.7652436,26.66741113,2287.4980782,2392.032409,16.074844395
21APR2017,2348.689941,2354.0310686,26.66741113,2301.7639033,2406.298234,-5.34112763
22APR2017,2348.689941,2350.2655451,26.66741113,2297.9983797,2402.5327104,-1.575604068
23APR2017,2348.689941,2349.6704341,26.66741113,2297.4032687,2401.9375995,-0.980493125
24APR2017,2374.149902,2349.5763816,26.66741113,2297.3092162,2401.843547,24.573520409
25APR2017,2388.610107,2370.9977347,26.66741113,2318.7305693,2423.2649001,17.612372278
26APR2017,2387.449951,2386.5580936,26.66741113,2334.2909282,2438.825259,0.8918573794
27APR2017,2388.77002,2388.0404815,26.66741113,2335.7733162,2440.3076469,0.7295384613
28APR2017,2384.199951,2389.3862037,26.66741113,2337.1190384,2441.6533691,-5.186252748
29APR2017,2384.199951,2385.7510783,26.66741113,2333.483913,2438.0182437,-1.551127329
30APR2017,2384.199951,2385.1765758,26.66741113,2332.9094104,2437.4437411,-0.976624772
01MAY2017,2388.330078,2385.0857802,26.66741113,2332.8186149,2437.3529456,3.2442977713
02MAY2017,2391.169922,2388.5488241,26.66741113,2336.2816587,2440.8159895,2.6210978882
03MAY2017,2388.129883,2391.4871599,26.66741113,2339.2199945,2443.7543253,-3.357276879
04MAY2017,2389.52002,2389.3919553,26.66741113,2337.1247899,2441.6591207,0.128064708
05MAY2017,2399.290039,2390.2312619,26.66741113,2337.9640965,2442.4984272,9.0587771261
06MAY2017,2399.290039,2398.5898531,26.66741113,2346.3226877,2450.8570184,0.7001859396
07MAY2017,2399.290039,2399.9108617,26.66741113,2347.6436963,2452.1780271,-0.62082268
08MAY2017,2399.379883,2400.1196365,26.66741113,2347.8524712,2452.3868019,-0.739753548
09MAY2017,2396.919922,2400.2282766,26.66741113,2347.9611112,2452.495442,-3.308354622
10MAY2017,2399.629883,2398.1742625,26.66741113,2345.9070971,2450.4414279,1.4556204801
11MAY2017,2394.439941,2400.1313153,26.66741113,2347.8641499,2452.3984807,-5.691374281
12MAY2017,2390.899902,2396.0708988,26.66741113,2343.8037334,2448.3380641,-5.170996756
13MAY2017,2390.899902,2392.4486182,26.66741113,2340.1814529,2444.7157836,-1.548716242
14MAY2017,2390.899902,2391.8761457,26.66741113,2339.6089803,2444.1433111,-0.976243719
15MAY2017,2402.320068,2391.785671,26.66741113,2339.5185056,2444.0528364,10.534396994
16MAY2017,2400.669922,2401.3866721,26.66741113,2349.1195067,2453.6538375,-0.716750119
17MAY2017,2357.030029,2401.5146801,26.66741113,2349.2475147,2453.7818455,-44.48465111
18MAY2017,2365.719971,2364.7919545,26.66741113,2312.5247891,2417.0591199,0.9280164851
19MAY2017,2381.72998,2366.3047869,26.66741113,2314.0376215,2418.5719523,15.425193119
20MAY2017,2381.72998,2380.0236328,26.66741113,2327.7564675,2432.2907982,1.7063471712
21MAY2017,2381.72998,2382.1917869,26.66741113,2329.9246216,2434.4589523,-0.461806928
22MAY2017,2394.02002,2382.5344464,26.66741113,2330.267281,2434.8016118,11.485573622
23MAY2017,2398.419922,2392.9362982,26.66741113,2340.6691329,2445.2034636,5.4836237554
24MAY2017,2404.389893,2398.2847605,26.66741113,2346.0175951,2450.5519259,6.1051324859
25MAY2017,2415.070068,2404.156507,26.66741113,2351.8893416,2456.4236724,10.91356098
26MAY2017,2415.820068,2414.0767483,26.66741113,2361.8095829,2466.3439137,1.743319723
27MAY2017,2415.820068,2416.2760317,26.66741113,2364.0088663,2468.5431971,-0.455963712
28MAY2017,2415.820068,2416.6236109,26.66741113,2364.3564455,2468.8907763,-0.803542904
29MAY2017,2415.820068,2416.678543,26.66741113,2364.4113776,2468.9457084,-0.858475021
30MAY2017,2412.909912,2416.6872246,26.66741113,2364.4200592,2468.95439,-3.777312604
31MAY2017,2411.800049,2414.2383676,26.66741113,2361.9712022,2466.505533,-2.438318586
01JUN2017,2430.060059,2412.9168873,26.66741113,2360.6497219,2465.1840526,17.143171731
02JUN2017,2439.070068,2428.082199,26.66741113,2375.8150336,2480.3493644,10.987868978
03JUN2017,2439.070068,2438.0650045,26.66741113,2385.7978391,2490.3321699,1.005063509
04JUN2017,2439.070068,2439.6427072,26.66741113,2387.3755418,2491.9098726,-0.572639214
05JUN2017,2436.100098,2439.8920505,26.66741113,2387.6248852,2492.1592159,-3.791952536
06JUN2017,2429.330078,2437.4308673,26.66741113,2385.1637019,2489.6980327,-8.10078931
07JUN2017,2433.139893,2431.3418246,26.66741113,2379.0746592,2483.6089899,1.7980684305
08JUN2017,2433.790039,2433.5872041,26.66741113,2381.3200387,2485.8543695,0.2028348846
09JUN2017,2431.77002,2434.489464,26.66741113,2382.2222987,2486.7566294,-2.719444044
10JUN2017,2431.77002,2432.9312879,26.66741113,2380.6641225,2485.1984533,-1.161267904
11JUN2017,2431.77002,2432.6850306,26.66741113,2380.4178652,2484.952196,-0.915010602
12JUN2017,2429.389893,2432.6461116,26.66741113,2380.3789462,2484.913277,-3.256218601
13JUN2017,2440.350098,2430.6359938,26.66741113,2378.3688285,2482.9031592,9.7141041622
14JUN2017,2437.919922,2439.5463429,26.66741113,2387.2791775,2491.8135082,-1.626420853
15JUN2017,2432.459961,2438.9084463,26.66741113,2386.6412809,2491.1756117,-6.448485313
16JUN2017,2433.149902,2434.2105741,26.66741113,2381.9434087,2486.4777395,-1.060672111
17JUN2017,2433.149902,2434.0490142,26.66741113,2381.7818489,2486.3161796,-0.89911224
18JUN2017,2433.149902,2434.023481,26.66741113,2381.7563156,2486.2906464,-0.873578992
19JUN2017,2453.459961,2434.0194457,26.66741113,2381.7522803,2486.286611,19.440515334
20JUN2017,2437.030029,2451.1190242,26.66741113,2398.8518588,2503.3861896,-14.0889952
21JUN2017,2435.610107,2439.9881637,26.66741113,2387.7209983,2492.2553291,-4.378056714
22JUN2017,2434.5,2437.0335054,26.66741113,2384.76634,2489.3006708,-2.533505397
23JUN2017,2438.300049,2435.6318818,26.66741113,2383.3647164,2487.8990472,2.6681672154
24JUN2017,2438.300049,2438.6098479,26.66741113,2386.3426826,2490.8770133,-0.309798947
25JUN2017,2438.300049,2439.0804917,26.66741113,2386.8133264,2491.3476571,-0.78044273
26JUN2017,2439.070068,2439.1548732,26.66741113,2386.8877078,2491.4220386,-0.084805223
27JUN2017,2419.379883,2439.8149523,26.66741113,2387.5477869,2492.0821176,-20.43506927
28JUN2017,2440.689941,2423.3409641,26.66741113,2371.0737987,2475.6081294,17.348976934
29JUN2017,2419.699951,2438.6795552,26.66741113,2386.4123898,2490.9467205,-18.97960415
30JUN2017,2423.409912,2423.4310074,26.66741113,2371.163842,2475.6981728,-0.021095422
01JUL2017,2423.409912,2424.1447274,26.66741113,2371.8775621,2476.4118928,-0.734815442
02JUL2017,2423.409912,2424.2575252,26.66741113,2371.9903598,2476.5246906,-0.847613194
03JUL2017,2429.01001,2424.275352,26.66741113,2372.0081866,2476.5425174,4.7346580214
04JUL2017,2429.01001,2428.9932166,26.66741113,2376.7260512,2481.2603819,0.0167934299
05JUL2017,2432.540039,2429.7388374,26.66741113,2377.471672,2482.0060028,2.8012015887
06JUL2017,2409.75,2432.8288129,26.66741113,2380.5616476,2485.0959783,-23.07881293
07JUL2017,2425.179932,2414.1289036,26.66741113,2361.8617383,2466.396069,11.051028351
08JUL2017,2425.179932,2424.1648867,26.66741113,2371.8977213,2476.432052,1.0150453438
09JUL2017,2425.179932,2425.7509937,26.66741113,2373.4838283,2478.018159,-0.571061664
10JUL2017,2427.429932,2426.0016652,26.66741113,2373.7344998,2478.2688306,1.4282667833
11JUL2017,2425.530029,2427.9356873,26.66741113,2375.6685219,2480.2028527,-2.405658314
12JUL2017,2443.25,2426.6417056,26.66741113,2374.3745402,2478.9088709,16.608294426
13JUL2017,2447.830078,2441.3566731,26.66741113,2389.0895077,2493.6238385,6.4734048894
14JUL2017,2459.27002,2447.5384895,26.66741113,2395.2713241,2499.8056549,11.731530494
15JUL2017,2459.27002,2458.1474267,26.66741113,2405.8802613,2510.4145921,1.1225932757
16JUL2017,2459.27002,2459.8240846,26.66741113,2407.5569192,2512.0912499,-0.554064572
17JUL2017,2459.139893,2460.089067,26.66741113,2407.8219016,2512.3562323,-0.949173962
18JUL2017,2460.610107,2460.0213838,26.66741113,2407.7542185,2512.2885492,0.5887231527
19JUL2017,2473.830078,2461.2485455,26.66741113,2408.9813801,2513.5157109,12.581532516
20JUL2017,2473.449951,2472.5731487,26.66741113,2420.3059833,2524.8403141,0.8768023107
21JUL2017,2472.540039,2474.0428609,26.66741113,2421.7756955,2526.3100262,-1.502821872
22JUL2017,2472.540039,2473.5090295,26.66741113,2421.2418641,2525.7761949,-0.96899048
23JUL2017,2472.540039,2473.4246617,26.66741113,2421.1574963,2525.6918271,-0.88462269
24JUL2017,2469.909912,2473.411328,26.66741113,2421.1441627,2525.6784934,-3.501416034
25JUL2017,2477.129883,2471.1947643,26.66741113,2418.927599,2523.4619297,5.935118665
26JUL2017,2477.830078,2476.9233663,26.66741113,2424.656201,2529.1905317,0.9067116526
27JUL2017,2475.419922,2478.4182609,26.66741113,2426.1510956,2530.6854263,-2.998338939
28JUL2017,2472.100098,2476.625267,26.66741113,2424.3581016,2528.8924324,-4.525169016
29JUL2017,2472.100098,2473.5467463,26.66741113,2421.2795809,2525.8139117,-1.446648322
30JUL2017,2472.100098,2473.0602107,26.66741113,2420.7930453,2525.3273761,-0.960112699
31JUL2017,2470.300049,2472.9833176,26.66741113,2420.7161523,2525.250483,-2.683268627
01AUG2017,2476.350098,2471.4555997,26.66741113,2419.1884343,2523.722765,4.8944983322
02AUG2017,2477.570068,2476.3080431,26.66741113,2424.0408777,2528.5752085,1.2620249152
03AUG2017,2472.159912,2478.1020965,26.66741113,2425.8349311,2530.3692619,-5.942184514
04AUG2017,2476.830078,2473.8305083,26.66741113,2421.5633429,2526.0976737,2.9995696887
05AUG2017,2476.830078,2477.0875014,26.66741113,2424.8203361,2529.3546668,-0.257423432
06AUG2017,2476.830078,2477.6022432,26.66741113,2425.3350778,2529.8694086,-0.772165197
07AUG2017,2480.909912,2477.683594,26.66741113,2425.4164286,2529.9507594,3.2263179751
08AUG2017,2474.919922,2481.1314997,26.66741113,2428.8643343,2533.3986651,-6.211577675
09AUG2017,2474.02002,2476.6330938,26.66741113,2424.3659284,2528.9002591,-2.61307375
10AUG2017,2438.209961,2475.1644769,26.66741113,2422.8973116,2527.4316423,-36.95451593
11AUG2017,2441.320068,2444.7818088,26.66741113,2392.5146434,2497.0489741,-3.461740754
12AUG2017,2441.320068,2442.59865,26.66741113,2390.3314846,2494.8658153,-1.278581974
13AUG2017,2441.320068,2442.2536192,26.66741113,2389.9864538,2494.5207845,-0.933551154
14AUG2017,2465.840088,2442.1990898,26.66741113,2389.9319244,2494.4662552,23.640998213
15AUG2017,2464.610107,2462.8352984,26.66741113,2410.568133,2515.1024638,1.7748085884
16AUG2017,2468.110107,2465.0610941,26.66741113,2412.7939288,2517.3282595,3.0490128522
17AUG2017,2430.01001,2468.3597163,26.66741113,2416.092551,2520.6268817,-38.34970633
18AUG2017,2425.550049,2436.8023565,26.66741113,2384.5351911,2489.0695218,-11.25230746
19AUG2017,2425.550049,2428.0598679,26.66741113,2375.7927025,2480.3270332,-2.509818858
20AUG2017,2425.550049,2426.6781873,26.66741113,2374.4110219,2478.9453527,-1.128138316
21AUG2017,2428.370117,2426.4598237,26.66741113,2374.1926584,2478.7269891,1.910293265
22AUG2017,2452.51001,2428.7996919,26.66741113,2376.5325265,2481.0668573,23.710318124
23AUG2017,2444.040039,2449.494265,26.66741113,2397.2270996,2501.7614303,-5.454225953
