Date,Close,FORECAST,STD,L95,U95,RESIDUAL
01APR2016,2072.780029,2060.9792439,26.66741113,2008.7120785,2113.2464092,11.800785128
02APR2016,2072.780029,2071.6464906,26.66741113,2019.3793252,2123.913656,1.1335384179
03APR2016,2072.780029,2073.3323638,26.66741113,2021.0651984,2125.5995292,-0.55233478
04APR2016,2066.129883,2073.5988026,26.66741113,2021.3316372,2125.865968,-7.468919582
05APR2016,2045.170044,2068.0417676,26.66741113,2015.7746022,2120.308933,-22.8717236
06APR2016,2066.659912,2049.5162188,26.66741113,1997.2490535,2101.7833842,17.143693166
07APR2016,2041.910034,2064.6819696,26.66741113,2012.4148042,2116.949135,-22.77193561
08APR2016,2047.599976,2046.2404381,26.66741113,1993.9732728,2098.5076035,1.359537861
09APR2016,2047.599976,2048.1165934,26.66741113,1995.849428,2100.3837587,-0.516617372
10APR2016,2047.599976,2048.4131047,26.66741113,1996.1459394,2100.6802701,-0.813128731
11APR2016,2041.98999,2048.459966,26.66741113,1996.1928006,2100.7271314,-6.469975984
12APR2016,2061.719971,2043.7439995,26.66741113,1991.4768342,2096.0111649,17.97597146
13APR2016,2082.419922,2059.6104937,26.66741113,2007.3433283,2111.877659,22.809428328
14APR2016,2082.780029,2079.5465554,26.66741113,2027.27939,2131.8137208,3.2334736056
15APR2016,2080.72998,2083.0004858,26.66741113,2030.7333204,2135.2676512,-2.270505785
16APR2016,2080.72998,2081.8202968,26.66741113,2029.5531314,2134.0874622,-1.090316795
17APR2016,2080.72998,2081.6337773,26.66741113,2029.366612,2133.9009427,-0.903797345
18APR2016,2094.340088,2081.6042994,26.66741113,2029.3371341,2133.8714648,12.735788565
19APR2016,2100.800049,2093.0587798,26.66741113,2040.7916144,2145.3259451,7.7412692479
20APR2016,2102.399902,2100.3080847,26.66741113,2048.0409193,2152.57525,2.0918173357
21APR2016,2091.47998,2102.8007884,26.66741113,2050.5336231,2155.0679538,-11.32080845
22APR2016,2091.580078,2094.0006249,26.66741113,2041.7334595,2146.2677903,-2.420546892
23APR2016,2091.580078,2092.6941076,26.66741113,2040.4269422,2144.961273,-1.114029595
24APR2016,2091.580078,2092.487623,26.66741113,2040.2204576,2144.7547883,-0.907544964
25APR2016,2087.790039,2092.4549897,26.66741113,2040.1878243,2144.7221551,-4.664950716
26APR2016,2091.699951,2089.2587787,26.66741113,2036.9916133,2141.5259441,2.4411722957
27APR2016,2095.149902,2092.0456247,26.66741113,2039.7784593,2144.3127901,3.1042773173
28APR2016,2075.810059,2095.3907772,26.66741113,2043.1236119,2147.6579426,-19.58071823
29APR2016,2065.300049,2079.6361167,26.66741113,2027.3689513,2131.9032821,-14.3360677
30APR2016,2065.300049,2068.2972316,26.66741113,2016.0300662,2120.5643969,-2.99718255
01MAY2016,2065.300049,2066.5052113,26.66741113,2014.2380459,2118.7723766,-1.205162258
02MAY2016,2081.429932,2066.2219968,26.66741113,2013.9548314,2118.4891621,15.207935246
03MAY2016,2063.370117,2079.7579207,26.66741113,2027.4907553,2132.0250861,-16.3878037
04MAY2016,2051.120117,2066.69156,26.66741113,2014.4243947,2118.9587254,-15.57144305
05MAY2016,2050.629883,2054.3125408,26.66741113,2002.0453754,2106.5797061,-3.682657763
06MAY2016,2057.139893,2051.9433791,26.66741113,1999.6762138,2104.2105445,5.1965138564
07MAY2016,2057.139893,2057.0501069,26.66741113,2004.7829416,2109.3172723,0.0897860581
08MAY2016,2057.139893,2057.8571845,26.66741113,2005.5900191,2110.1243499,-0.717291509
09MAY2016,2058.689941,2057.9847367,26.66741113,2005.7175713,2110.2519021,0.7052043235
10MAY2016,2084.389893,2059.3099706,26.66741113,2007.0428052,2111.5771359,25.079922436
11MAY2016,2064.459961,2081.1576929,26.66741113,2028.8905275,2133.4248583,-16.69773192
12MAY2016,2064.110107,2067.8303857,26.66741113,2015.5632204,2120.0975511,-3.72027873
13MAY2016,2046.609985,2065.4295488,26.66741113,2013.1623835,2117.6967142,-18.81956384
14MAY2016,2046.609985,2050.3157483,26.66741113,1998.048583,2102.5829137,-3.705763327
15MAY2016,2046.609985,2047.9271328,26.66741113,1995.6599674,2100.1942982,-1.317147794
16MAY2016,2066.659912,2047.5496312,26.66741113,1995.2824658,2099.8167965,19.110280826
17MAY2016,2047.209961,2064.3711661,26.66741113,2012.1040008,2116.6383315,-17.16120513
18MAY2016,2047.630005,2050.653634,26.66741113,1998.3864686,2102.9207993,-3.023628971
19MAY2016,2040.040039,2048.8393469,26.66741113,1996.5721815,2101.1065123,-8.799307903
20MAY2016,2052.320068,2042.1621809,26.66741113,1989.8950155,2094.4293462,10.157887142
21MAY2016,2052.320068,2051.4461765,26.66741113,1999.1790111,2103.7133419,0.8738915047
22MAY2016,2052.320068,2052.9134379,26.66741113,2000.6462725,2105.1806033,-0.593369902
23MAY2016,2048.040039,2053.1453269,26.66741113,2000.8781615,2105.4124922,-5.105287856
24MAY2016,2076.060059,2049.5783705,26.66741113,1997.3112051,2101.8455359,26.481688526
25MAY2016,2090.540039,2072.606321,26.66741113,2020.3391556,2124.8734864,17.933718018
26MAY2016,2090.100098,2088.4372395,26.66741113,2036.1700741,2140.7044049,1.6628585087
27MAY2016,2099.060059,2090.568778,26.66741113,2038.3016126,2142.8359433,8.4912810357
28MAY2016,2099.060059,2098.4495613,26.66741113,2046.1823959,2150.7167267,0.6104977122
29MAY2016,2099.060059,2099.6950562,26.66741113,2047.4278908,2151.9622216,-0.634997188
30MAY2016,2099.060059,2099.8918967,26.66741113,2047.6247313,2152.1590621,-0.831837716
31MAY2016,2096.949951,2099.9230058,26.66741113,2047.6558404,2152.1901712,-2.97305479
01JUN2016,2099.330078,2098.1513001,26.66741113,2045.8841347,2150.4184654,1.1787779423
02JUN2016,2105.26001,2099.875263,26.66741113,2047.6080977,2152.1424284,5.3847469661
03JUN2016,2099.129883,2105.1404752,26.66741113,2052.8733098,2157.4076406,-6.010592201
04JUN2016,2099.129883,2100.8112906,26.66741113,2048.5441252,2153.078456,-1.6814076
05JUN2016,2099.129883,2100.1270975,26.66741113,2047.8599322,2152.3942629,-0.997214529
06JUN2016,2109.409912,2100.0189663,26.66741113,2047.7518009,2152.2861317,9.3909457245
07JUN2016,2112.129883,2108.6572295,26.66741113,2056.3900641,2160.9243948,3.4726535353
08JUN2016,2119.120117,2112.3125393,26.66741113,2060.0453739,2164.5797047,6.807577694
09JUN2016,2115.47998,2118.7757152,26.66741113,2066.5085498,2171.0428805,-3.295735162
10JUN2016,2096.070068,2116.7323261,26.66741113,2064.4651607,2168.9994915,-20.66225811
11JUN2016,2096.070068,2100.0670544,26.66741113,2047.7998891,2152.3342198,-3.99698645
12JUN2016,2096.070068,2097.4332413,26.66741113,2045.1660759,2149.7004067,-1.363173284
13JUN2016,2079.060059,2097.0169881,26.66741113,2044.7498228,2149.2841535,-17.95692914
14JUN2016,2075.320068,2082.6294898,26.66741113,2030.3623244,2134.8966552,-7.309421798
15JUN2016,2071.5,2077.2067453,26.66741113,2024.9395799,2129.4739106,-5.706745251
16JUN2016,2077.98999,2073.133387,26.66741113,2020.8662216,2125.4005524,4.856602985
17JUN2016,2071.219971,2077.9539241,26.66741113,2025.6867588,2130.2210895,-6.733953142
18JUN2016,2071.219971,2073.0157,26.66741113,2020.7485346,2125.2828654,-1.795729023
19JUN2016,2071.219971,2072.2352531,26.66741113,2019.9680877,2124.5024185,-1.015282118
20JUN2016,2083.25,2072.1119097,26.66741113,2019.8447443,2124.3790751,11.138090286
21JUN2016,2088.899902,2082.2211952,26.66741113,2029.9540298,2134.4883606,6.6787067877
22JUN2016,2085.449951,2088.5758672,26.66741113,2036.3087018,2140.8430326,-3.12591618
23JUN2016,2113.320068,2086.6754586,26.66741113,2034.4082932,2138.942624,26.64460942
24JUN2016,2037.410034,2109.8405816,26.66741113,2057.5734163,2162.107747,-72.43054763
25JUN2016,2037.410034,2049.5885854,26.66741113,1997.32142,2101.8557508,-12.1785514
26JUN2016,2037.410034,2040.0662383,26.66741113,1987.7990729,2092.3334037,-2.656204319
27JUN2016,2000.540039,2038.5613074,26.66741113,1986.294142,2090.8284727,-38.02126837
28JUN2016,2036.089966,2007.2804785,26.66741113,1955.0133131,2059.5476438,28.809487538
29JUN2016,2070.77002,2032.2683379,26.66741113,1980.0011726,2084.5355033,38.501682072
30JUN2016,2098.860107,2065.4166179,26.66741113,2013.1494526,2117.6837833,33.443489056
01JUL2016,2102.949951,2094.306112,26.66741113,2042.0389466,2146.5732774,8.6438390235
02JUL2016,2102.949951,2102.3153427,26.66741113,2050.0481773,2154.5825081,0.6346082845
03JUL2016,2102.949951,2103.5811377,26.66741113,2051.3139723,2155.8483031,-0.631186705
04JUL2016,2102.949951,2103.7811865,26.66741113,2051.5140211,2156.0483519,-0.831235499
05JUL2016,2088.550049,2103.8128026,26.66741113,2051.5456372,2156.079968,-15.26275361
06JUL2016,2099.72998,2091.6936869,26.66741113,2039.4265215,2143.9608522,8.0362931383
07JUL2016,2097.899902,2099.1913895,26.66741113,2046.9242241,2151.4585549,-1.291487493
08JUL2016,2129.899902,2098.8354928,26.66741113,2046.5683274,2151.1026581,31.064409231
09JUL2016,2129.899902,2125.7219016,26.66741113,2073.4547362,2177.9890669,4.1780004469
10JUL2016,2129.899902,2129.9710839,26.66741113,2077.7039185,2182.2382492,-0.071181857
11JUL2016,2137.159912,2130.6426332,26.66741113,2078.3754678,2182.9097986,6.5172787969
12JUL2016,2152.139893,2136.8613896,26.66741113,2084.5942242,2189.128555,15.278503415
13JUL2016,2152.429932,2150.456729,26.66741113,2098.1895636,2202.7238943,1.9732030343
14JUL2016,2163.75,2152.8495645,26.66741113,2100.5823991,2205.1167299,10.900435511
15JUL2016,2161.73999,2162.7587547,26.66741113,2110.4915893,2215.02592,-1.018764653
16JUL2016,2161.73999,2162.6324791,26.66741113,2110.3653137,2214.8996445,-0.8924891
17JUL2016,2161.73999,2162.6125223,26.66741113,2110.3453569,2214.8796876,-0.872532257
18JUL2016,2166.889893,2162.6093682,26.66741113,2110.3422029,2214.8765336,4.2805247624
19JUL2016,2163.780029,2166.9448717,26.66741113,2114.6777063,2219.2120371,-3.164842707
20JUL2016,2173.02002,2165.0116886,26.66741113,2112.7445232,2217.278854,8.0083313929
21JUL2016,2165.169922,2172.4858486,26.66741113,2120.2186832,2224.753014,-7.315926624
22JUL2016,2175.030029,2167.0576273,26.66741113,2114.7904619,2219.3247927,7.9724017133
23JUL2016,2175.030029,2174.501536,26.66741113,2122.2343706,2226.7687014,0.528492977
24JUL2016,2175.030029,2175.6779864,26.66741113,2123.410821,2227.9451518,-0.647957382
25JUL2016,2168.47998,2175.863915,26.66741113,2123.5967496,2228.1310803,-7.383934971
26JUL2016,2169.179932,2170.3784335,26.66741113,2118.1112681,2222.6455988,-1.198501463
27JUL2016,2166.580078,2170.1008271,26.66741113,2117.8336617,2222.3679924,-3.520749069
28JUL2016,2170.060059,2167.8679858,26.66741113,2115.6008204,2220.1351511,2.1920732332
29JUL2016,2173.600098,2170.4451008,26.66741113,2118.1779354,2222.7122662,3.1549971988
30JUL2016,2173.600098,2173.8329574,26.66741113,2121.565792,2226.1001227,-0.232859354
31JUL2016,2173.600098,2174.368381,26.66741113,2122.1012157,2226.6355464,-0.768283041
01AUG2016,2170.840088,2174.4530005,26.66741113,2122.1858351,2226.7201659,-3.612912481
02AUG2016,2157.030029,2172.1425615,26.66741113,2119.8753961,2224.4097268,-15.11253246
03AUG2016,2163.790039,2160.1499256,26.66741113,2107.8827602,2212.417091,3.640113393
04AUG2016,2164.25,2163.9462296,26.66741113,2111.6790642,2216.213395,0.3037703879
05AUG2016,2182.870117,2164.933473,26.66741113,2112.6663076,2217.2006384,17.936644006
06AUG2016,2182.870117,2180.7668551,26.66741113,2128.4996897,2233.0340204,2.1032619377
07AUG2016,2182.870117,2183.2691947,26.66741113,2131.0020293,2235.5363601,-0.399077718
08AUG2016,2180.889893,2183.6646695,26.66741113,2131.3975042,2235.9318349,-2.774776527
09AUG2016,2181.73999,2182.0599058,26.66741113,2129.7927404,2234.3270711,-0.319915761
10AUG2016,2175.48999,2182.5220316,26.66741113,2130.2548662,2234.789197,-7.032041611
11AUG2016,2185.790039,2177.3328295,26.66741113,2125.0656642,2229.5999949,8.4572094736
12AUG2016,2184.050049,2185.184926,26.66741113,2132.9177607,2237.4520914,-1.134877026
13AUG2016,2184.050049,2184.9608887,26.66741113,2132.6937234,2237.2280541,-0.910839734
14AUG2016,2184.050049,2184.9254814,26.66741113,2132.6583161,2237.1926468,-0.875432429
15AUG2016,2190.149902,2184.9198856,26.66741113,2132.6527202,2237.187051,5.2300164135
16AUG2016,2178.149902,2190.0548211,26.66741113,2137.7876558,2242.3219865,-11.90491913
17AUG2016,2182.219971,2180.7628609,26.66741113,2128.4956955,2233.0300263,1.4571100767
18AUG2016,2187.02002,2182.7211679,26.66741113,2130.4540025,2234.9883332,4.2988521383
19AUG2016,2183.870117,2187.0721022,26.66741113,2134.8049368,2239.3392676,-3.201985211
20AUG2016,2183.870117,2185.1076467,26.66741113,2132.8404813,2237.3748121,-1.237529684
21AUG2016,2183.870117,2184.7971802,26.66741113,2132.5300148,2237.0643455,-0.927063167
22AUG2016,2182.639893,2184.7481134,26.66741113,2132.480948,2237.0152788,-2.108220413
23AUG2016,2186.899902,2183.7045619,26.66741113,2131.4373965,2235.9717273,3.1953401126
24AUG2016,2175.439941,2187.1263855,26.66741113,2134.8592201,2239.3935509,-11.68644448
25AUG2016,2172.469971,2178.0183717,26.66741113,2125.7512064,2230.2855371,-5.548400749
26AUG2016,2169.040039,2174.0783329,26.66741113,2121.8111676,2226.3454983,-5.03829393
27AUG2016,2169.040039,2170.5677826,26.66741113,2118.3006172,2222.834948,-1.527743619
28AUG2016,2169.040039,2170.0129682,26.66741113,2117.7458028,2222.2801335,-0.972929164
29AUG2016,2180.379883,2169.9252842,26.66741113,2117.6581188,2222.1924495,10.454598833
30AUG2016,2176.120117,2179.4590986,26.66741113,2127.1919332,2231.726264,-3.338981581
31AUG2016,2170.949951,2177.3792979,26.66741113,2125.1121325,2229.6464632,-6.429346866
01SEP2016,2170.860107,2172.6975394,26.66741113,2120.4303741,2224.9647048,-1.837432433
02SEP2016,2179.97998,2171.88198,26.66741113,2119.6148146,2224.1491454,8.0979999914
03SEP2016,2179.97998,2179.4316372,26.66741113,2127.1644718,2231.6988026,0.5483427823
04SEP2016,2179.97998,2180.6248003,26.66741113,2128.3576349,2232.8919657,-0.644820279
05SEP2016,2179.97998,2180.8133702,26.66741113,2128.5462048,2233.0805356,-0.833390177
06SEP2016,2186.47998,2180.8431721,26.66741113,2128.5760068,2233.1103375,5.6368078558
07SEP2016,2186.159912,2186.320609,26.66741113,2134.0534436,2238.5877744,-0.16069699
08SEP2016,2181.300049,2186.9167904,26.66741113,2134.649625,2239.1839557,-5.616741355
09SEP2016,2127.810059,2182.9192116,26.66741113,2130.6520462,2235.186377,-55.10915262
10SEP2016,2127.810059,2137.2511022,26.66741113,2084.9839368,2189.5182675,-9.441043174
11SEP2016,2127.810059,2130.033622,26.66741113,2077.7664566,2182.3007874,-2.223562995
12SEP2016,2159.040039,2128.8929569,26.66741113,2076.6257915,2181.1601222,30.147082138
13SEP2016,2127.02002,2155.0070148,26.66741113,2102.7398494,2207.2741802,-27.98699478
14SEP2016,2125.77002,2132.1746226,26.66741113,2079.9074572,2184.441788,-6.404602614
15SEP2016,2147.26001,2127.5136978,26.66741113,2075.2465324,2179.7808632,19.746312199
16SEP2016,2139.159912,2144.8707444,26.66741113,2092.6035791,2197.1379098,-5.710832449
17SEP2016,2139.159912,2140.793945,26.66741113,2088.5267796,2193.0611103,-1.634032964
18SEP2016,2139.159912,2140.1496393,26.66741113,2087.882474,2192.4168047,-0.989727346
19SEP2016,2139.120117,2140.047812,26.66741113,2087.7806466,2192.3149774,-0.927694986
20SEP2016,2139.76001,2139.9982133,26.66741113,2087.7310479,2192.2653786,-0.238203267
21SEP2016,2163.120117,2140.5291376,26.66741113,2088.2619722,2192.796303,22.590979396
22SEP2016,2177.179932,2160.2812745,26.66741113,2108.0141091,2212.5484399,16.898657496
23SEP2016,2164.689941,2175.2407155,26.66741113,2122.9735502,2227.5078809,-10.55077455
24SEP2016,2164.689941,2167.0888882,26.66741113,2114.8217228,2219.3560536,-2.39894718
25SEP2016,2164.689941,2165.8005569,26.66741113,2113.5333916,2218.0677223,-1.110615932
26SEP2016,2146.100098,2165.5969465,26.66741113,2113.3297811,2217.8641118,-19.49684846
27SEP2016,2159.929932,2149.9129008,26.66741113,2097.6457354,2202.1800661,10.017031244
28SEP2016,2171.370117,2159.0783016,26.66741113,2106.8111363,2211.345467,12.291815354
29SEP2016,2151.129883,2170.1589752,26.66741113,2117.8918098,2222.4261405,-19.02909217
30SEP2016,2168.27002,2154.8687606,26.66741113,2102.6015952,2207.135926,13.401259392
01OCT2016,2168.27002,2166.8835394,26.66741113,2114.616374,2219.1507048,1.3864806004
02OCT2016,2168.27002,2168.7823793,26.66741113,2116.5152139,2221.0495447,-0.512359287
03OCT2016,2161.199951,2169.0824758,26.66741113,2116.8153104,2221.3496412,-7.882524774
04OCT2016,2150.48999,2163.1772026,26.66741113,2110.9100372,2215.444368,-12.6872126
05OCT2016,2159.72998,2153.2265842,26.66741113,2100.9594188,2205.4937495,6.5033958377
06OCT2016,2160.77002,2159.4336517,26.66741113,2107.1664863,2211.7008171,1.3363683238
07OCT2016,2153.73999,2161.2902991,26.66741113,2109.0231338,2213.5574645,-7.550309132
08OCT2016,2153.73999,2155.6647376,26.66741113,2103.3975722,2207.9319029,-1.924747571
09OCT2016,2153.73999,2154.7756625,26.66741113,2102.5084971,2207.0428278,-1.035672469
10OCT2016,2163.659912,2154.6351512,26.66741113,2102.3679859,2206.9023166,9.0247607541
11OCT2016,2136.72998,2162.9651021,26.66741113,2110.6979367,2215.2322675,-26.23512208
12OCT2016,2139.179932,2141.6077131,26.66741113,2089.3405477,2193.8748785,-2.427781117
13OCT2016,2132.550049,2140.2951049,26.66741113,2088.0279395,2192.5622703,-7.745055906
14OCT2016,2132.97998,2134.5055747,26.66741113,2082.2384094,2186.7727401,-1.525594744
15OCT2016,2132.97998,2133.9525696,26.66741113,2081.6854042,2186.2197349,-0.972589551
16OCT2016,2132.97998,2133.8651715,26.66741113,2081.5980061,2186.1323369,-0.885191494
17OCT2016,2126.5,2133.8513589,26.66741113,2081.5841936,2186.1185243,-7.351358929
18OCT2016,2139.600098,2128.3933051,26.66741113,2076.1261397,2180.6604705,11.20679292
19OCT2016,2144.290039,2138.5604353,26.66741113,2086.2932699,2190.8276007,5.7296036906
20OCT2016,2141.340088,2144.1160023,26.66741113,2091.848837,2196.3831677,-2.775914349
21OCT2016,2141.159912,2142.5102806,26.66741113,2090.2431152,2194.777446,-1.350368585
22OCT2016,2141.159912,2142.1048085,26.66741113,2089.8376431,2194.3719738,-0.944896455
23OCT2016,2141.159912,2142.0407268,26.66741113,2089.7735614,2194.3078922,-0.880814821
24OCT2016,2151.330078,2142.0305992,26.66741113,2089.7634339,2194.2977646,9.2994787692
25OCT2016,2143.159912,2150.5918511,26.66741113,2098.3246857,2202.8590165,-7.431939087
26OCT2016,2139.429932,2145.0659521,26.66741113,2092.7987868,2197.3331175,-5.63602013
