Date,High,Low,Open,Close,Volume,Adj Close,,,,,,,,,,,,,,,,
13-May-16,2066.790039,2043.130005,2062.5,2046.609985,3579880000,2046.609985,,,,,,,,,,,,,,,,
14-May-16,2066.790039,2043.130005,2062.5,2046.609985,3579880000,2046.609985,,,,,,,,,,,,,,,,
15-May-16,2066.790039,2043.130005,2062.5,2046.609985,3579880000,2046.609985,,,,,,,,,,,,,,,,
16-May-16,2071.879883,2046.530029,2046.530029,2066.659912,3501360000,2066.659912,,,,,,,,,,,,,,,,
17-May-16,2065.689941,2040.819946,2065.040039,2047.209961,4108960000,2047.209961,,,,,,,,,,,,,,,,
18-May-16,2060.610107,2034.48999,2044.380005,2047.630005,4101320000,2047.630005,,,,,,,,,,,,,,,,
19-May-16,2044.209961,2025.910034,2044.209961,2040.040039,3846770000,2040.040039,,,,,,,,,,,,,,,,
20-May-16,2058.350098,2041.880005,2041.880005,2052.320068,3507650000,2052.320068,,,,,,,,,,,,,,,,
21-May-16,2058.350098,2041.880005,2041.880005,2052.320068,3507650000,2052.320068,,,,,,,,,,,,,,,,
22-May-16,2058.350098,2041.880005,2041.880005,2052.320068,3507650000,2052.320068,,,,,,,,,,,,,,,,
23-May-16,2055.580078,2047.26001,2052.22998,2048.040039,3055480000,2048.040039,,,,,,,,,,,,,,,,
24-May-16,2079.669922,2052.649902,2052.649902,2076.060059,3627340000,2076.060059,,,,,,,,,,,,,,,,
25-May-16,2094.72998,2078.929932,2078.929932,2090.540039,3859160000,2090.540039,,,,,,,,,,,,,,,,
26-May-16,2094.300049,2087.080078,2091.439941,2090.100098,3230990000,2090.100098,,,,,,,,,,,,,,,,
27-May-16,2099.060059,2090.060059,2090.060059,2099.060059,3079150000,2099.060059,,,,,,,,,,,,,,,,
28-May-16,2099.060059,2090.060059,2090.060059,2099.060059,3079150000,2099.060059,,,,,,,,,,,,,,,,
29-May-16,2099.060059,2090.060059,2090.060059,2099.060059,3079150000,2099.060059,,,,,,,,,,,,,,,,
30-May-16,2099.060059,2090.060059,2090.060059,2099.060059,3079150000,2099.060059,,,,,,,,,,,,,,,,
31-May-16,2103.47998,2088.659912,2100.129883,2096.949951,4514410000,2096.949951,,,,,,,,,,,,,,,,
01-Jun-16,2100.969971,2085.100098,2093.939941,2099.330078,3525170000,2099.330078,,,,,,,,,,,,,,,,
02-Jun-16,2105.26001,2088.590088,2097.709961,2105.26001,3632720000,2105.26001,,,,,,,,,,,,,,,,
03-Jun-16,2104.070068,2085.360107,2104.070068,2099.129883,3627780000,2099.129883,,,,,,,,,,,,,,,,
04-Jun-16,2104.070068,2085.360107,2104.070068,2099.129883,3627780000,2099.129883,,,,,,,,,,,,,,,,
05-Jun-16,2104.070068,2085.360107,2104.070068,2099.129883,3627780000,2099.129883,,,,,,,,,,,,,,,,
06-Jun-16,2113.360107,2100.830078,2100.830078,2109.409912,3442020000,2109.409912,,,,,,,,,,,,,,,,
07-Jun-16,2119.219971,2110.179932,2110.179932,2112.129883,3534730000,2112.129883,,,,,,,,,,,,,,,,
08-Jun-16,2120.550049,2112.709961,2112.709961,2119.120117,3562060000,2119.120117,,,,,,,,,,,,,,,,
09-Jun-16,2117.639893,2107.72998,2115.649902,2115.47998,3290320000,2115.47998,,,,,,,,,,,,,,,,
10-Jun-16,2109.570068,2089.959961,2109.570068,2096.070068,3515010000,2096.070068,,,,,,,,,,,,,,,,
11-Jun-16,2109.570068,2089.959961,2109.570068,2096.070068,3515010000,2096.070068,,,,,,,,,,,,,,,,
12-Jun-16,2109.570068,2089.959961,2109.570068,2096.070068,3515010000,2096.070068,,,,,,,,,,,,,,,,
13-Jun-16,2098.120117,2078.459961,2091.75,2079.060059,3392030000,2079.060059,,,,,,,,,,,,,,,,
14-Jun-16,2081.300049,2064.100098,2076.649902,2075.320068,3759770000,2075.320068,,,,,,,,,,,,,,,,
15-Jun-16,2085.649902,2069.800049,2077.600098,2071.5,3544720000,2071.5,,,,,,,,,,,,,,,,
16-Jun-16,2079.620117,2050.370117,2066.360107,2077.98999,3628280000,2077.98999,,,,,,,,,,,,,,,,
17-Jun-16,2078.199951,2062.840088,2078.199951,2071.219971,4952630000,2071.219971,,,,,,,,,,,,,,,,
18-Jun-16,2078.199951,2062.840088,2078.199951,2071.219971,4952630000,2071.219971,,,,,,,,,,,,,,,,
19-Jun-16,2078.199951,2062.840088,2078.199951,2071.219971,4952630000,2071.219971,,,,,,,,,,,,,,,,
20-Jun-16,2100.659912,2075.580078,2075.580078,2083.25,3467440000,2083.25,,,,,,,,,,,,,,,,
21-Jun-16,2093.659912,2083.02002,2085.189941,2088.899902,3232880000,2088.899902,,,,,,,,,,,,,,,,
22-Jun-16,2099.709961,2084.360107,2089.75,2085.449951,3168160000,2085.449951,,,,,,,,,,,,,,,,
23-Jun-16,2113.320068,2092.800049,2092.800049,2113.320068,3297940000,2113.320068,,,,,,,,,,,,,,,,
24-Jun-16,2103.810059,2032.569946,2103.810059,2037.410034,7597450000,2037.410034,,,,,,,,,,,,,,,,
25-Jun-16,2103.810059,2032.569946,2103.810059,2037.410034,7597450000,2037.410034,,,,,,,,,,,,,,,,
26-Jun-16,2103.810059,2032.569946,2103.810059,2037.410034,7597450000,2037.410034,,,,,,,,,,,,,,,,
27-Jun-16,2031.449951,1991.680054,2031.449951,2000.540039,5431220000,2000.540039,,,,,,,,,,,,,,,,
28-Jun-16,2036.089966,2006.670044,2006.670044,2036.089966,4385810000,2036.089966,,,,,,,,,,,,,,,,
29-Jun-16,2073.129883,2042.689941,2042.689941,2070.77002,4241740000,2070.77002,,,,,,,,,,,,,,,,
30-Jun-16,2098.939941,2070,2073.169922,2098.860107,4622820000,2098.860107,,,,,,,,,,,,,,,,
01-Jul-16,2108.709961,2097.899902,2099.340088,2102.949951,3458890000,2102.949951,,,,,,,,,,,,,,,,
02-Jul-16,2108.709961,2097.899902,2099.340088,2102.949951,3458890000,2102.949951,,,,,,,,,,,,,,,,
03-Jul-16,2108.709961,2097.899902,2099.340088,2102.949951,3458890000,2102.949951,,,,,,,,,,,,,,,,
04-Jul-16,2108.709961,2097.899902,2099.340088,2102.949951,3458890000,2102.949951,,,,,,,,,,,,,,,,
05-Jul-16,2095.050049,2080.860107,2095.050049,2088.550049,3658380000,2088.550049,,,,,,,,,,,,,,,,
06-Jul-16,2100.719971,2074.02002,2084.429932,2099.72998,3909380000,2099.72998,,,,,,,,,,,,,,,,
07-Jul-16,2109.080078,2089.389893,2100.419922,2097.899902,3604550000,2097.899902,,,,,,,,,,,,,,,,
08-Jul-16,2131.709961,2106.969971,2106.969971,2129.899902,3607500000,2129.899902,,,,,,,,,,,,,,,,
09-Jul-16,2131.709961,2106.969971,2106.969971,2129.899902,3607500000,2129.899902,,,,,,,,,,,,,,,,
10-Jul-16,2131.709961,2106.969971,2106.969971,2129.899902,3607500000,2129.899902,,,,,,,,,,,,,,,,
11-Jul-16,2143.159912,2131.719971,2131.719971,2137.159912,3253340000,2137.159912,,,,,,,,,,,,,,,,
12-Jul-16,2155.399902,2139.5,2139.5,2152.139893,4097820000,2152.139893,,,,,,,,,,,,,,,,
13-Jul-16,2156.449951,2146.209961,2153.810059,2152.429932,3502320000,2152.429932,,,,,,,,,,,,,,,,
14-Jul-16,2168.98999,2157.879883,2157.879883,2163.75,3465610000,2163.75,,,,,,,,,,,,,,,,
15-Jul-16,2169.050049,2155.790039,2165.129883,2161.73999,3122600000,2161.73999,,,,,,,,,,,,,,,,
16-Jul-16,2169.050049,2155.790039,2165.129883,2161.73999,3122600000,2161.73999,,,,,,,,,,,,,,,,
17-Jul-16,2169.050049,2155.790039,2165.129883,2161.73999,3122600000,2161.73999,,,,,,,,,,,,,,,,
18-Jul-16,2168.350098,2159.629883,2162.040039,2166.889893,3009310000,2166.889893,,,,,,,,,,,,,,,,
19-Jul-16,2164.629883,2159.01001,2163.790039,2163.780029,2968340000,2163.780029,,,,,,,,,,,,,,,,
20-Jul-16,2175.629883,2164.889893,2166.100098,2173.02002,3211860000,2173.02002,,,,,,,,,,,,,,,,
21-Jul-16,2174.560059,2159.75,2172.909912,2165.169922,3438900000,2165.169922,,,,,,,,,,,,,,,,
22-Jul-16,2175.110107,2163.23999,2166.469971,2175.030029,3023280000,2175.030029,,,,,,,,,,,,,,,,
23-Jul-16,2175.110107,2163.23999,2166.469971,2175.030029,3023280000,2175.030029,,,,,,,,,,,,,,,,
24-Jul-16,2175.110107,2163.23999,2166.469971,2175.030029,3023280000,2175.030029,,,,,,,,,,,,,,,,
25-Jul-16,2173.709961,2161.949951,2173.709961,2168.47998,3057240000,2168.47998,,,,,,,,,,,,,,,,
26-Jul-16,2173.540039,2160.179932,2168.969971,2169.179932,3442350000,2169.179932,,,,,,,,,,,,,,,,
27-Jul-16,2174.97998,2159.070068,2169.810059,2166.580078,3995500000,2166.580078,,,,,,,,,,,,,,,,
28-Jul-16,2172.850098,2159.73999,2166.050049,2170.060059,3664240000,2170.060059,,,,,,,,,,,,,,,,
29-Jul-16,2177.090088,2163.48999,2168.830078,2173.600098,4038840000,2173.600098,,,,,,,,,,,,,,,,
30-Jul-16,2177.090088,2163.48999,2168.830078,2173.600098,4038840000,2173.600098,,,,,,,,,,,,,,,,
31-Jul-16,2177.090088,2163.48999,2168.830078,2173.600098,4038840000,2173.600098,,,,,,,,,,,,,,,,
01-Aug-16,2178.290039,2166.209961,2173.149902,2170.840088,3505990000,2170.840088,,,,,,,,,,,,,,,,
02-Aug-16,2170.199951,2147.580078,2169.939941,2157.030029,3848750000,2157.030029,,,,,,,,,,,,,,,,
03-Aug-16,2163.790039,2152.560059,2156.810059,2163.790039,3786530000,2163.790039,,,,,,,,,,,,,,,,
04-Aug-16,2168.189941,2159.070068,2163.51001,2164.25,3709200000,2164.25,,,,,,,,,,,,,,,,
05-Aug-16,2182.870117,2168.790039,2168.790039,2182.870117,3663070000,2182.870117,,,,,,,,,,,,,,,,
06-Aug-16,2182.870117,2168.790039,2168.790039,2182.870117,3663070000,2182.870117,,,,,,,,,,,,,,,,
07-Aug-16,2182.870117,2168.790039,2168.790039,2182.870117,3663070000,2182.870117,,,,,,,,,,,,,,,,
08-Aug-16,2185.439941,2177.850098,2183.76001,2180.889893,3327550000,2180.889893,,,,,,,,,,,,,,,,
09-Aug-16,2187.659912,2178.610107,2182.23999,2181.73999,3334300000,2181.73999,,,,,,,,,,,,,,,,
10-Aug-16,2183.409912,2172,2182.810059,2175.48999,3254950000,2175.48999,,,,,,,,,,,,,,,,
11-Aug-16,2188.449951,2177.969971,2177.969971,2185.790039,3423160000,2185.790039,,,,,,,,,,,,,,,,
12-Aug-16,2186.280029,2179.419922,2183.73999,2184.050049,3000660000,2184.050049,,,,,,,,,,,,,,,,
13-Aug-16,2186.280029,2179.419922,2183.73999,2184.050049,3000660000,2184.050049,,,,,,,,,,,,,,,,
14-Aug-16,2186.280029,2179.419922,2183.73999,2184.050049,3000660000,2184.050049,,,,,,,,,,,,,,,,
15-Aug-16,2193.810059,2186.080078,2186.080078,2190.149902,3078530000,2190.149902,,,,,,,,,,,,,,,,
16-Aug-16,2186.23999,2178.139893,2186.23999,2178.149902,3196400000,2178.149902,,,,,,,,,,,,,,,,
17-Aug-16,2183.080078,2168.5,2177.840088,2182.219971,3388910000,2182.219971,,,,,,,,,,,,,,,,
18-Aug-16,2187.030029,2180.459961,2181.899902,2187.02002,3300570000,2187.02002,,,,,,,,,,,,,,,,
19-Aug-16,2185,2175.129883,2184.23999,2183.870117,3084800000,2183.870117,,,,,,,,,,,,,,,,
20-Aug-16,2185,2175.129883,2184.23999,2183.870117,3084800000,2183.870117,,,,,,,,,,,,,,,,
21-Aug-16,2185,2175.129883,2184.23999,2183.870117,3084800000,2183.870117,,,,,,,,,,,,,,,,
22-Aug-16,2185.149902,2175.959961,2181.580078,2182.639893,2777550000,2182.639893,,,,,,,,,,,,,,,,
23-Aug-16,2193.419922,2186.800049,2187.810059,2186.899902,3041490000,2186.899902,,,,,,,,,,,,,,,,
24-Aug-16,2186.659912,2171.25,2185.090088,2175.439941,3148280000,2175.439941,,,,,,,,,,,,,,,,
25-Aug-16,2179,2169.73999,2173.290039,2172.469971,2969310000,2172.469971,,,,,,,,,,,,,,,,
