DATE_WEEK_START,VOLUME,FORECAST,STD,L95,U95,RESIDUAL
2016-06-26,4837,4556.1023692,650.86726571,3280.4259697,5831.7787688,280.89763076
2016-07-03,4163,4659.2432932,650.86726571,3383.5668937,5934.9196927,-496.2432932
2016-07-10,4676,4144.3026801,650.86726571,2868.6262806,5419.9790797,531.69731986
2016-07-17,4725,4536.2381913,650.86726571,3260.5617918,5811.9145908,188.76180871
2016-07-24,4627,4573.6745267,650.86726571,3297.9981272,5849.3509262,53.325473337
2016-07-31,4749,4498.8018559,650.86726571,3223.1254564,5774.4782554,250.19814408
2016-08-07,5022,4592.0106909,650.86726571,3316.3342914,5867.6870904,429.98930907
2016-08-14,4892,4800.5845594,650.86726571,3524.9081599,6076.2609589,91.415440567
2016-08-21,4618,4701.2636697,650.86726571,3425.5872702,5976.9400692,-83.26366967
2016-08-28,5238,4491.9257943,650.86726571,3216.2493948,5767.6021938,746.07420568
2016-09-04,4785,4965.6100378,650.86726571,3689.9336383,6241.2864373,-180.6100378
2016-09-11,4736,4619.5149373,650.86726571,3343.8385378,5895.1913368,116.48506268
2016-09-18,4327,4582.078602,650.86726571,3306.4022024,5857.7550015,-255.078602
2016-09-25,4185,4269.5998026,650.86726571,2993.9234031,5545.2762021,-84.59980261
2016-10-02,4417,4161.1108307,650.86726571,2885.4344312,5436.7872302,255.88916928
2016-10-09,4305,4338.3604186,650.86726571,3062.6840191,5614.0368181,-33.36041861
2016-10-16,4455,4252.791652,650.86726571,2977.1152525,5528.4680515,202.20834796
2016-10-23,4535,4367.3926787,650.86726571,3091.7162792,5643.0690782,167.60732131
2016-10-30,4131,4428.5132262,650.86726571,3152.8368267,5704.1896257,-297.5132262
2016-11-06,3866,4119.8544611,650.86726571,2844.1780616,5395.5308606,-253.8544611
2016-11-13,4145,3917.3926474,650.86726571,2641.7162479,5193.0690469,227.60735263
2016-11-20,2655,4130.5505569,650.86726571,2854.8741574,5406.2269565,-1475.550557
2016-11-27,4168,2992.1803589,650.86726571,1716.5039594,4267.8567584,1175.8196411
2016-12-04,3035,4148.1227144,650.86726571,2872.4463149,5423.7991139,-1113.122714
2016-12-11,3753,3282.5029597,650.86726571,2006.8265602,4558.1793592,470.49704028
2016-12-18,4815,3831.059874,650.86726571,2555.3834745,5106.7362735,983.94012604
2016-12-25,3533,4642.4351427,650.86726571,3366.7587431,5918.1115422,-1109.435143
2017-01-01,4541,3662.9783682,650.86726571,2387.3019687,4938.6547677,878.02163179
2017-01-08,4100,4433.0972673,650.86726571,3157.4208678,5708.7736668,-333.0972673
2017-01-15,3755,4096.1702489,650.86726571,2820.4938494,5371.8466485,-341.1702489
2017-01-22,3983,3832.5878877,650.86726571,2556.9114881,5108.2642872,150.41211235
2017-01-29,3169,4006.7814482,650.86726571,2731.1050487,5282.4578477,-837.7814482
2017-02-05,3282,3384.8798769,650.86726571,2109.2034774,4660.5562764,-102.8798769
2017-02-12,3047,3471.2126503,650.86726571,2195.5362508,4746.8890498,-424.2126503
2017-02-19,3517,3291.6710419,650.86726571,2015.9946423,4567.3474414,225.32895814
2017-02-26,3704,3650.7542587,650.86726571,2375.0778592,4926.4306582,53.245741303
2017-03-05,4034,3793.6235386,650.86726571,2517.9471391,5069.2999381,240.37646141
2017-03-12,3936,4045.7457972,650.86726571,2770.0693977,5321.4221967,-109.7457972
2017-03-19,4115,3970.8731265,650.86726571,2695.196727,5246.549526,144.12687352
2017-03-26,4397,4107.6303516,650.86726571,2831.9539521,5383.3067511,289.36964839
2017-04-02,5050,4323.0802817,650.86726571,3047.4038822,5598.7566812,726.91971828
2017-04-09,4703,4821.9767511,650.86726571,3546.3003516,6097.6531506,-118.9767511
2017-04-16,4394,4556.8663761,650.86726571,3281.1899766,5832.5427756,-162.8663761
2017-04-23,5013,4320.7882612,650.86726571,3045.1118617,5596.4646607,692.21173881
2017-04-30,5400,4793.7084978,650.86726571,3518.0320983,6069.3848973,606.29150217
2017-05-07,4773,5089.3791466,650.86726571,3813.7027471,6365.0555461,-316.3791466
2017-05-14,5233,4610.3468552,650.86726571,3334.6704557,5886.0232547,622.65314481
2017-05-21,5120,4961.7900036,650.86726571,3686.1136041,6237.4664031,158.20999641
2017-05-28,4576,4875.4572302,650.86726571,3599.7808307,6151.1336297,-299.4572302
2017-06-04,5512,4459.8375069,650.86726571,3184.1611073,5735.5139064,1052.1624931
